lat,lon,alt,elapsed time,time,trajectory,label,user,segment,distance,speed,time_diff,acceleration,bearing,heading_change,Vrate,angular_velocity,angular_acceleration
39.9453066,116.3037166,0.0,39535.3677546296,2008-03-28 08:49:34,20080328075913.plt,bus,104,1,0.09145556087232123,0.011431945109040154,8.0,-0.00018473453166678784,182.49489984043433,2.709293692510556,0.12927601027104543,0.3386617115638195,0.3343052411008138
39.9448866,116.3036483,0.0,39535.3677893518,2008-03-28 08:49:37,20080328075913.plt,bus,104,1,0.0470634246211109,0.015687808207036965,3.0,0.0014186210326656036,187.1066196988516,4.611719858417274,0.27128474811973985,1.537239952805758,0.3995260804139795
39.9445733,116.3036266,0.0,39535.3678240741,2008-03-28 08:49:40,20080328075913.plt,bus,104,1,0.034886452097276616,0.011628817365758872,3.0,-0.0013529969470926974,183.03962788798327,4.0669918108683305,0.3490458843415855,-1.35566393695611,-0.9643012965872894
39.9442816,116.3036199,0.0,39535.3678587963,2008-03-28 08:49:43,20080328075913.plt,bus,104,1,0.032440588720481306,0.010813529573493769,3.0,-0.0002717625974217013,181.00884424564376,2.0307836423395145,0.07539515999138204,-0.6769278807798381,0.22624535205875732
39.944,116.3036299,0.0,39535.3678935185,2008-03-28 08:49:46,20080328075913.plt,bus,104,1,0.03132409405805331,0.01044136468601777,3.0,-0.00012405496249199947,178.44047442832175,2.568369817322008,0.035643318538080705,-0.8561232724406693,-0.05973179722027707
39.9435133,116.303705,0.0,39535.3679513889,2008-03-28 08:49:51,20080328075913.plt,bus,104,1,0.05449595574384772,0.010899191148769544,5.0,9.156529255035483e-05,173.25316212620623,5.187312302115515,0.04200554486132304,-1.037462460423103,-0.03626783759648675
39.9431349,116.3037099,0.0,39535.3679861111,2008-03-28 08:49:54,20080328075913.plt,bus,104,1,0.04207823378775217,0.014026077929250723,3.0,0.0010422955934937261,179.43118819892788,6.17802607272165,0.22293379491070728,2.05934202424055,1.032268161554551
39.9428366,116.3037633,0.0,39535.3680208333,2008-03-28 08:49:57,20080328075913.plt,bus,104,1,0.03348039320966213,0.011160131069887377,3.0,-0.0009553156197877818,172.18510935031873,7.246078848609159,0.2568022580932168,-2.415359616203053,-1.4915672134812012
39.9425483,116.3038383,0.0,39535.3680555556,2008-03-28 08:50:00,20080328075913.plt,bus,104,1,0.03268890956071884,0.01089630318690628,3.0,-8.794262766036581e-05,168.72033039861913,3.4647789516996,0.02421260481244047,-1.1549263172332,0.420144432989951
39.94226,116.3038766,0.0,39535.3680902778,2008-03-28 08:50:03,20080328075913.plt,bus,104,1,0.03222335126709713,0.010741117089032378,3.0,-5.172869929130052e-05,174.1842930902326,5.46396269161346,0.01444785459348173,1.8213208972044868,0.9920824048125624
39.9419533,116.3039099,0.0,39535.368125,2008-03-28 08:50:06,20080328075913.plt,bus,104,1,0.034221440768441344,0.011407146922813782,3.0,0.0002220099445938012,175.2414381650966,1.0571450748640245,0.0583870654325819,0.35238169162134153,-0.4896464018610484
39.9416633,116.3039466,0.0,39535.3681597222,2008-03-28 08:50:09,20080328075913.plt,bus,104,1,0.03239796083347645,0.010799320277825484,3.0,-0.0002026088816627659,174.45810868394517,0.7833294811514406,0.05628378725245916,-0.2611098270504802,-0.20449717289060723
39.9406849,116.3040433,0.0,39535.3682638889,2008-03-28 08:50:18,20080328075913.plt,bus,104,1,0.10910502301360696,0.012122780334845217,9.0,0.00014705111744663698,175.66654494730437,1.2084362633592036,0.10917133037671517,0.1342706959288004,0.04393116921992007
39.9403633,116.3040266,0.0,39535.3682986111,2008-03-28 08:50:21,20080328075913.plt,bus,104,1,0.03578861951860659,0.011929539839535529,3.0,-6.441349843656272e-05,182.27995682151874,6.613411874214364,0.01619848694157275,2.2044706247381214,0.6900666429364404
39.939825,116.3040383,0.0,39535.3683564815,2008-03-28 08:50:26,20080328075913.plt,bus,104,1,0.05986453978433834,0.011972907956867668,5.0,8.673623466427804e-06,179.0452708025382,3.2346860189805398,0.0036221874826376696,-0.646937203796108,-0.5702815657068458
39.9371649,116.3037299,0.0,39535.368587963,2008-03-28 08:50:46,20080328075913.plt,bus,104,1,0.2969559500029162,0.01484779750014581,20.0,0.00014374447716390709,185.07986575923766,6.034594956699465,0.1936239730673798,0.30172974783497325,0.04743334758155406
39.9368266,116.3037249,0.0,39535.3686226852,2008-03-28 08:50:49,20080328075913.plt,bus,104,1,0.03761965907466363,0.01253988635822121,3.0,-0.0007693037139748666,180.64927302923587,4.430592730001791,0.1840456185961783,-1.4768642433339305,-0.5928646637229679
39.9365666,116.3036766,0.0,39535.3686574074,2008-03-28 08:50:52,20080328075913.plt,bus,104,1,0.029202492090797685,0.009734164030265896,3.0,-0.0009352407759851047,188.1066563905217,7.457383361285821,0.28823454374013396,2.4857944537619403,1.3208862323652903
39.9364283,116.3036716,0.0,39535.3686921296,2008-03-28 08:50:55,20080328075913.plt,bus,104,1,0.01538416586131951,0.005128055287106504,3.0,-0.0015353695810531307,181.58787787137618,6.518778519145513,0.8982174499445346,-2.1729261730485043,-1.5529068756034814
39.9363583,116.3036916,0.0,39535.3687268518,2008-03-28 08:50:58,20080328075913.plt,bus,104,1,0.007968237180579258,0.0026560790601930858,3.0,-0.000823992075637806,167.64321391395106,13.94466395742512,0.9306862374547374,-4.648221319141707,-0.8250983820310677
39.9363466,116.3036983,0.0,39535.3687615741,2008-03-28 08:51:01,20080328075913.plt,bus,104,1,0.001420867693938949,0.00047362256464631634,3.0,-0.0007274854985155899,156.2945052464936,11.348708667457458,4.608007849407569,-3.7829028891524863,0.2884394766630736
39.9363516,116.3037016,0.0,39535.3687962963,2008-03-28 08:51:04,20080328075913.plt,bus,104,1,0.0006231126583103744,0.0003115563291551872,2.0,0.0001557781645775936,26.842160666769757,26.842160666769757,1.0,13.421080333384879,84.85779278993924
39.9362783,116.3037116,0.0,39535.3688425926,2008-03-28 08:51:08,20080328075913.plt,bus,104,1,0.00819505994575809,0.0020487649864395223,4.0,0.0004343021643210838,174.02826052132468,147.18609985455493,0.8479296887552583,36.79652496363873,5.843861157563463
39.9363066,116.3037699,0.0,39535.3688773148,2008-03-28 08:51:11,20080328075913.plt,bus,104,1,0.005883001521946577,0.0019610005073155256,3.0,-2.925482637466557e-05,57.66286393540008,116.3653965859246,0.04475494972927887,-38.78846552864153,-25.19499683076009
39.9362149,116.3038383,0.0,39535.3689351852,2008-03-28 08:51:16,20080328075913.plt,bus,104,1,0.011746472444009195,0.002349294488801839,5.0,7.765879629726266e-05,150.23328466751605,92.57042073211596,0.16528110176785316,18.514084146423194,11.460509935012945
39.9361383,116.3038766,0.0,39535.3689699074,2008-03-28 08:51:19,20080328075913.plt,bus,104,1,0.00912203441561879,0.0030406781385395967,3.0,0.0002304612165792526,159.02416340823356,8.790878740717517,0.22737811048617645,2.9302929135725058,-5.194597077616896
39.9359866,116.3038916,0.0,39535.3690046296,2008-03-28 08:51:22,20080328075913.plt,bus,104,1,0.01691668197773917,0.005638893992579723,3.0,0.0008660719513467088,175.66430336258463,16.64013995435107,0.46076692653898876,5.546713318117024,0.8721401348481727
39.9358049,116.3039116,0.0,39535.3690393518,2008-03-28 08:51:25,20080328075913.plt,bus,104,1,0.02027594904680287,0.006758649682267623,3.0,0.0003732518965626332,175.1757313024301,0.4885720601545245,0.1656774270496301,-0.1628573533848415,-1.903190223833955
39.9351066,116.3038883,0.0,39535.3691087963,2008-03-28 08:51:31,20080328075913.plt,bus,104,1,0.07767282593623685,0.012945470989372808,6.0,0.0010311368845175308,181.46557487690313,6.289843574473025,0.4779139601938059,1.0483072624121708,0.20186076929950203
39.9347683,116.3038866,0.0,39535.3691435185,2008-03-28 08:51:34,20080328075913.plt,bus,104,1,0.03761752292718283,0.012539174309060944,3.0,-0.00013543222677062151,180.22076782654247,1.244807050360663,0.03240218775954571,-0.4149356834535543,-0.48774764862190834
39.9344683,116.30388,0.0,39535.3691782407,2008-03-28 08:51:37,20080328075913.plt,bus,104,1,0.03336322401145572,0.01112107467048524,3.0,-0.0004726998795252345,180.96643890359024,0.7456710770477741,0.1275146225156879,0.2485570256825914,0.2211642363787152
39.9341333,116.3038483,0.0,39535.369212963,2008-03-28 08:51:40,20080328075913.plt,bus,104,1,0.037348227077516775,0.012449409025838925,3.0,0.00044277811845122816,184.15000949478986,3.1835705911996115,0.10669858726600658,1.0611901970665372,0.2708777237946486
39.9338199,116.3038499,0.0,39535.3692476852,2008-03-28 08:51:43,20080328075913.plt,bus,104,1,0.03484875702817937,0.011616252342726457,3.0,-0.0002777188943708225,179.7757069595051,4.374302535284755,0.07172336296862132,-1.4581008450949184,-0.8397636807204852
39.932875,116.3038283,0.0,39535.3693518518,2008-03-28 08:51:52,20080328075913.plt,bus,104,1,0.10508422598306273,0.011676025109229193,9.0,6.641418500303988e-06,181.00421442067034,1.2285074611652362,0.005119273549308242,0.13650082901835958,0.1771779637903642
39.9322016,116.3036949,0.0,39535.3694444444,2008-03-28 08:52:00,20080328075913.plt,bus,104,1,0.07573762710973823,0.00946720338871728,8.0,-0.0002761027150639892,188.63739147934757,7.633177058677234,0.23331301016985853,0.9541471323346542,0.10220578791453683
39.9307566,116.3039833,0.0,39535.3699537037,2008-03-28 08:52:44,20080328075913.plt,bus,104,1,0.16254750244084315,0.0036942614191100716,44.0,-0.00013120322658198197,171.29864105420404,17.33875042514353,1.5626782500405396,-0.39406250966235296,-0.030641128227204707
39.9305983,116.3040433,0.0,39535.3699884259,2008-03-28 08:52:47,20080328075913.plt,bus,104,1,0.018330558796716884,0.006110186265572294,3.0,0.0008053082821540742,163.79367455667978,7.504966497524265,0.3953929948215648,-2.501655499174755,-0.7025309965041339
39.930165,116.3040099,0.0,39535.3700462963,2008-03-28 08:52:52,20080328075913.plt,bus,104,1,0.04826485722320287,0.009652971444640574,5.0,0.0007085570358136559,183.38277390355637,19.589099346876594,0.3670149859435531,3.917819869375319,1.2838950737100148
39.9298516,116.3039616,0.0,39535.3700810185,2008-03-28 08:52:55,20080328075913.plt,bus,104,1,0.03509100516077725,0.011697001720259082,3.0,0.0006813434252061693,186.7400108914753,3.357236987918924,0.17474822390410263,1.1190789959729746,-0.9329136244674482
39.929595,116.3039383,0.0,39535.3701157407,2008-03-28 08:52:58,20080328075913.plt,bus,104,1,0.028601703451770526,0.009533901150590175,3.0,-0.000721033523222969,183.98311363002884,2.756897261446454,0.22688514759092138,-0.9189657538154847,-0.6793482499294864
39.92938,116.3039199,0.0,39535.370150463,2008-03-28 08:53:01,20080328075913.plt,bus,104,1,0.023958335977613564,0.007986111992537855,3.0,-0.0005159297193507734,183.7547604932495,0.228353136779333,0.19381009926965204,-0.07611771225977766,0.2809493471852357
39.9291249,116.3038583,0.0,39535.3701851852,2008-03-28 08:53:04,20080328075913.plt,bus,104,1,0.02884803650078155,0.009616012166927182,3.0,0.0005433000581297759,190.49072650614534,6.73596601289583,0.16949855575215708,2.2453220042986097,0.7738132388527958
39.9289366,116.3038466,0.0,39535.3702199074,2008-03-28 08:53:07,20080328075913.plt,bus,104,1,0.020961758846217714,0.006987252948739238,3.0,-0.0008762530727293147,182.7279425488121,7.762783957333227,0.37622213443156804,-2.587594652444409,-1.6109722189143394
39.9288266,116.3038383,0.0,39535.3702546296,2008-03-28 08:53:10,20080328075913.plt,bus,104,1,0.012251900106091685,0.004083966702030562,3.0,-0.0009677620822362256,183.31154110580815,0.5835985569960371,0.7108986087631795,0.19453285233201237,0.9273758349254737
39.9287583,116.3038316,0.0,39535.3702893518,2008-03-28 08:53:13,20080328075913.plt,bus,104,1,0.007616071200260345,0.0025386904000867815,3.0,-0.0005150921006479267,184.30195691654674,0.9904158107385967,0.6086903317911303,0.33013860357953223,0.04520191708250662
39.9286866,116.3038433,0.0,39535.3703240741,2008-03-28 08:53:16,20080328075913.plt,bus,104,1,0.008034853393093257,0.0026782844643644193,3.0,4.653135475921258e-05,172.86745110622428,11.434505810322463,0.052120701193241116,-3.8115019367741545,-1.3805468467845623
39.9285933,116.3038583,0.0,39535.3703587963,2008-03-28 08:53:19,20080328075913.plt,bus,104,1,0.010453033622376776,0.0034843445407922585,3.0,0.0002686866921426131,172.9716433582612,0.10419225203690985,0.23133764958977335,0.03473075067896995,1.2820775624843748
39.9284866,116.3038866,0.0,39535.3703935185,2008-03-28 08:53:22,20080328075913.plt,bus,104,1,0.012107414556267777,0.004035804852089259,3.0,0.00018382010376566683,168.5034104324518,4.468232925809389,0.13664196647454843,-1.4894109752697962,-0.5080472419829221
39.928385,116.3039249,0.0,39535.3704282407,2008-03-28 08:53:25,20080328075913.plt,bus,104,1,0.011759971627930774,0.0039199905426435915,3.0,-3.860476981522252e-05,163.87661926141618,4.62679117103562,0.029544537974207422,-1.5422637236785401,-0.01761758280291466
39.9281849,116.3039783,0.0,39535.3705092593,2008-03-28 08:53:32,20080328075913.plt,bus,104,1,0.02271124414122178,0.0032444634487459683,7.0,-9.650387055680332e-05,168.43431176070567,4.557692499289487,0.20820918607011094,0.6510989284699268,0.3133375217354953
39.9278616,116.3040649,0.0,39535.3707407407,2008-03-28 08:53:52,20080328075913.plt,bus,104,1,0.03669990001792592,0.001834995000896296,20.0,-7.047342239248362e-05,168.39225767810694,0.04205408259872456,0.7681047889292468,-0.002102704129936228,-0.03266008162999315
39.927895,116.3041566,0.0,39535.370775463,2008-03-28 08:53:55,20080328075913.plt,bus,104,1,0.00865645245428202,0.00288548415142734,3.0,0.00035016305017701474,64.59371332743382,103.79854435067313,0.36405992734751524,-34.59951478355771,-11.53247069314259
39.9279333,116.304245,0.0,39535.3708333333,2008-03-28 08:54:00,20080328075913.plt,bus,104,1,0.008657753168447751,0.0017315506336895502,5.0,-0.000230786703547558,60.53430338267543,4.059409944758386,0.6664162718008504,-0.8118819889516772,6.757526558921207
39.9279283,116.3042349,0.0,39535.3708912037,2008-03-28 08:54:05,20080328075913.plt,bus,104,1,0.0010250957745023203,0.00020501915490046406,5.0,-0.0003053062957578172,237.15531859968732,176.6210152170119,7.445799293876764,35.32420304340238,7.227217006470811
39.92797,116.3042666,0.0,39535.3709490741,2008-03-28 08:54:10,20080328075913.plt,bus,104,1,0.00536718901011658,0.001073437802023316,5.0,0.00017368372942457038,30.240240551743796,206.91507804794352,0.8090069545584991,-41.3830156095887,-15.341443730598218
39.9259266,116.3047166,0.0,39535.3712731482,2008-03-28 08:54:38,20080328075913.plt,bus,104,1,0.23043306565443925,0.008229752344801401,28.0,0.00025558266224207446,170.41421448018025,140.17397392843645,0.8695662084289342,5.006213354587016,1.6567581772919902
39.9256316,116.3043183,0.0,39535.3713078704,2008-03-28 08:54:41,20080328075913.plt,bus,104,1,0.04721829508058476,0.015739431693528254,3.0,0.0025032264495756175,225.99688990068753,55.582675420507286,0.477125190728118,18.527558473502427,4.50711503963847
39.9253683,116.3042133,0.0,39535.3713425926,2008-03-28 08:54:44,20080328075913.plt,bus,104,1,0.030616133342007655,0.010205377780669218,3.0,-0.0018446846376196785,197.00470400959424,28.9921858910933,0.5422684031689162,-9.664061963697767,-9.397206812400064
39.9250466,116.304225,0.0,39535.3713773148,2008-03-28 08:54:47,20080328075913.plt,bus,104,1,0.035785318611069636,0.011928439537023211,3.0,0.0005743539187846643,178.40237475211666,18.602329257477578,0.14444988810195955,-6.200776419159193,1.1544285148461915
39.9247966,116.3042233,0.0,39535.371412037,2008-03-28 08:54:50,20080328075913.plt,bus,104,1,0.02779910964379906,0.009266369881266353,3.0,-0.0008873565519189527,180.29878531506924,1.8964105629525818,0.28728290472612306,0.6321368543175273,2.2776377578255733
39.92463,116.3042499,0.0,39535.3714467593,2008-03-28 08:54:53,20080328075913.plt,bus,104,1,0.018663427870181288,0.006221142623393763,3.0,-0.001015075752624197,173.01919442815858,7.279590886910654,0.4894964546257832,-2.426530295636885,-1.0195557166514708
39.9244883,116.3042533,0.0,39535.3714814815,2008-03-28 08:54:56,20080328075913.plt,bus,104,1,0.015758988409644743,0.005252996136548248,3.0,-0.0003227154956151716,178.94581632015058,5.926621891991999,0.18430367388042387,1.9755406306639998,1.4673569754336284
39.9244066,116.3042399,0.0,39535.3715162037,2008-03-28 08:54:59,20080328075913.plt,bus,104,1,0.009156207304440285,0.003052069101480095,3.0,-0.0007336423450227176,187.16910141331775,8.223285093167163,0.7211262136892044,2.741095031055721,0.2551848001305738
39.9243216,116.3042349,0.0,39535.3715509259,2008-03-28 08:55:02,20080328075913.plt,bus,104,1,0.009461180992366489,0.003153726997455496,3.0,3.3885965325133764e-05,182.58293826062834,4.586163152689409,0.03223420925699066,-1.5287210508964695,-1.4232720273173969
39.9242483,116.3041999,0.0,39535.3715856481,2008-03-28 08:55:05,20080328075913.plt,bus,104,1,0.00867986155113072,0.0028932871837102398,3.0,-8.68132712484188e-05,200.11191619249254,17.528977931864205,0.09001519628316966,5.842992643954735,2.4572378982837346
39.9241933,116.3041799,0.0,39535.3716203704,2008-03-28 08:55:08,20080328075913.plt,bus,104,1,0.0063490750211667776,0.002116358340388926,3.0,-0.0002589762811071046,195.58222545370754,4.529690738785007,0.36710647176060773,-1.5098969129283357,-2.4509631856276903
39.92413,116.3041266,0.0,39535.3716550926,2008-03-28 08:55:11,20080328075913.plt,bus,104,1,0.008378591198008094,0.0027928637326693644,3.0,0.00022550179742681286,212.85205427032173,17.269828816614194,0.24222642313946624,5.756609605538064,2.4221688394888
39.9240716,116.3040849,0.0,39535.3716898148,2008-03-28 08:55:14,20080328075913.plt,bus,104,1,0.007403653903269364,0.0024678846344231213,3.0,-0.00010832636608208105,208.7048943102492,4.147159960072543,0.13168326173488593,-1.3823866533575142,-2.3796654196318596
39.9240666,116.3040583,0.0,39535.371724537,2008-03-28 08:55:17,20080328075913.plt,bus,104,1,0.0023354547620729623,0.0007784849206909874,3.0,-0.0005631332379107114,256.22803449349107,47.52314018324188,2.1701123153838533,15.841046727747292,5.741144460368268
39.9240166,116.3040133,0.0,39535.3717824074,2008-03-28 08:55:22,20080328075913.plt,bus,104,1,0.006755457368820671,0.0013510914737641343,5.0,0.00011452131061462938,214.6136982756962,41.61433621779486,0.42381035199479705,-8.32286724355897,-4.832782794261253
39.9238983,116.3040383,0.0,39535.3718402778,2008-03-28 08:55:27,20080328075913.plt,bus,104,1,0.01332599256177849,0.002665198512355698,5.0,0.0002628214077183127,170.79432743306506,43.819370842631145,0.4930615984135679,-8.763874168526229,-0.08820138499345162
39.9237433,116.304035,0.0,39535.371875,2008-03-28 08:55:30,20080328075913.plt,bus,104,1,0.017237510824559533,0.0057458369415198446,3.0,0.0010268794763880489,180.9354156060221,10.14108817295704,0.5361513841270407,3.3803627243190135,4.048078964281747
39.9236016,116.3040049,0.0,39535.3719097222,2008-03-28 08:55:33,20080328075913.plt,bus,104,1,0.015964024015130827,0.005321341338376942,3.0,-0.00014149853438096745,189.25252329156908,8.317107685546972,0.07977229351582574,2.7723692285156574,-0.2026644986011187
39.9235733,116.3040099,0.0,39535.3719444444,2008-03-28 08:55:36,20080328075913.plt,bus,104,1,0.003175571032948851,0.001058523677649617,3.0,-0.0014209392202424419,172.28370549061606,16.96881780095302,4.027134915104247,-5.656272600317673,-2.8095472762777773
39.9236749,116.3048533,0.0,39535.3720949074,2008-03-28 08:55:49,20080328075913.plt,bus,104,1,0.07280321164811719,0.005600247049855169,13.0,0.000349363336323504,81.07265116475992,91.21105432585614,0.81098625324449,-7.01623494814278,-0.10461248829423898
39.9211066,116.3041316,0.0,39535.3724305556,2008-03-28 08:56:18,20080328075913.plt,bus,104,1,0.2921382423741827,0.010073732495661472,29.0,0.00015425811882090702,192.1617786008404,111.08912743608047,0.44407427413155276,3.830659566761396,0.37403084534152325
39.9209149,116.3039749,0.0,39535.3724652778,2008-03-28 08:56:21,20080328075913.plt,bus,104,1,0.025158480720038734,0.00838616024001291,3.0,-0.0005625240852161871,212.08390294657033,19.92212434572994,0.20123300859392634,6.640708115243314,0.9366828494939726
39.9207883,116.3038866,0.0,39535.3725,2008-03-28 08:56:24,20080328075913.plt,bus,104,1,0.01596472897383443,0.005321576324611477,3.0,-0.001021527971800478,208.14296196913347,3.940940977436867,0.5758789742859087,-1.3136469924789556,-2.65145170257409
39.9206316,116.3038199,0.0,39535.3725347222,2008-03-28 08:56:27,20080328075913.plt,bus,104,1,0.018329183469052976,0.006109727823017659,3.0,0.0002627171661353939,198.07920456085924,10.063757408274228,0.1289994450222343,-3.3545858027580757,-0.6803129367597066
39.9205016,116.3037799,0.0,39535.3725694444,2008-03-28 08:56:30,20080328075913.plt,bus,104,1,0.014852371953038363,0.004950790651012788,3.0,-0.0003863123906682903,193.27776117611975,4.8014433847394855,0.23409133079941202,-1.6004811282464952,0.5847015581705268
39.9203649,116.3038016,0.0,39535.3726041667,2008-03-28 08:56:33,20080328075913.plt,bus,104,1,0.015312580404866282,0.005104193468288761,3.0,5.113427242532433e-05,173.0586876481152,20.219073528004543,0.030054271694251244,-6.739691176001514,-1.7130700159183396
39.9201849,116.3038299,0.0,39535.3726388889,2008-03-28 08:56:36,20080328075913.plt,bus,104,1,0.02016006607151305,0.0067200220238376835,3.0,0.0005386095185163075,173.12447602970428,0.06578838158907274,0.2404498898689847,0.021929460529690914,2.2538735455104018
39.9185933,116.3039049,0.0,39535.3728125,2008-03-28 08:56:51,20080328075913.plt,bus,104,1,0.1770933856075557,0.01180622570717038,15.0,0.00033908024555551306,177.93018284949494,4.805706819790657,0.43080691573121854,0.3203804546527105,0.01989673294153464
39.9179183,116.3039783,0.0,39535.3728819444,2008-03-28 08:56:57,20080328075913.plt,bus,104,1,0.07531715265073818,0.01255285877512303,6.0,0.00012443884465877507,175.23254834267277,2.697634506822169,0.05947912593681934,-0.44960575113702816,-0.12833103429828976
39.9175216,116.3039683,0.0,39535.3729166667,2008-03-28 08:57:00,20080328075913.plt,bus,104,1,0.044119270777729515,0.014706423592576505,3.0,0.0007178549391511583,181.1076029746825,5.8750546320097214,0.14643701807559448,1.9583515440032404,0.8026524317134228
39.9171066,116.3039566,0.0,39535.3729513889,2008-03-28 08:57:03,20080328075913.plt,bus,104,1,0.04615668119483202,0.01538556039827734,3.0,0.0002263789352336115,181.23871997940455,0.13111700472205712,0.044141180959315254,0.043705668240685704,-0.6382152919208516
39.9167183,116.3039449,0.0,39535.3729861111,2008-03-28 08:57:06,20080328075913.plt,bus,104,1,0.04318851829925507,0.014396172766418356,3.0,-0.0003297958772863277,181.32387410051922,0.08515412111466958,0.06872574036947558,0.028384707038223194,-0.005106987067487503
39.9163599,116.3039666,0.0,39535.3730208333,2008-03-28 08:57:09,20080328075913.plt,bus,104,1,0.03989520946939983,0.01329840315646661,3.0,-0.0003659232033172485,177.34118804831974,3.982686052199483,0.08254897953051855,-1.3275620173998277,-0.45198224147935034
39.9124783,116.3036133,0.0,39535.3735300926,2008-03-28 08:57:53,20080328075913.plt,bus,104,1,0.4326647324405421,0.009833289373648683,44.0,-7.875258597313471e-05,183.99356923745677,6.6523811891370315,0.3523860278233816,0.15119048157129616,0.03360801134025281
39.9127849,116.3035166,0.0,39535.373587963,2008-03-28 08:57:58,20080328075913.plt,bus,104,1,0.03507577399230607,0.007015154798461214,5.0,-0.0005636269150374939,346.4005876367645,162.40701839930773,0.40172093933060926,32.48140367986154,6.466042639658049
39.9126533,116.303425,0.0,39535.3736342593,2008-03-28 08:58:02,20080328075913.plt,bus,104,1,0.01658815397186833,0.0041470384929670825,4.0,-0.0007170290763735328,208.0971247955721,138.30346284119238,0.6916059039138746,-34.575865710298096,-16.764317347539908
39.91268,116.3033999,0.0,39535.3736921296,2008-03-28 08:58:07,20080328075913.plt,bus,104,1,0.0036602230028670406,0.0007320446005734081,5.0,-0.0006829987784787349,324.20616589091264,116.10904109534053,4.665007964977436,23.221808219068105,11.55953478587324
39.9143416,116.30409,0.0,39535.3764814815,2008-03-28 09:02:08,20080328075913.plt,bus,104,1,0.19390974220498847,0.0008046047394397862,241.0,3.0107941438331156e-07,17.66948224129885,306.5366836496138,0.09018109800956278,-1.2719364466788954,-0.10163379529355603
39.9146033,116.3045116,0.0,39535.3767013889,2008-03-28 09:02:27,20080328075913.plt,bus,104,1,0.046256833138775884,0.0024345701651987306,19.0,8.578765398731286e-05,51.016846666376296,33.347364425077444,0.6695085025926507,1.7551244434251287,0.15931899421600126
39.9141316,116.3051116,0.0,39535.3769791667,2008-03-28 09:02:51,20080328075913.plt,bus,104,1,0.07327798754305515,0.003053249480960631,24.0,2.5778304823412523e-05,135.70666355846606,84.68981689208977,0.20262979478743678,3.5287423705037404,0.07390074696160882
39.9143883,116.3053733,0.0,39535.3797569444,2008-03-28 09:06:51,20080328075913.plt,bus,104,1,0.03623411706097264,0.00015097548775405267,240.0,-1.209280830502741e-05,38.02337538224333,97.68328817622273,19.223478171069345,-0.4070137007342614,-0.01639898363015834
39.9144166,116.305345,0.0,39535.3798148148,2008-03-28 09:06:56,20080328075913.plt,bus,104,1,0.0039658564236792395,0.0007931712847358479,5.0,0.00012843915939635906,322.5116627512592,284.4882873690159,0.8096558830866747,56.89765747380318,11.460934234907487
