label,segment,trajectory,start_time,trajectory_length,total_distance,average_speed,max_speed,duration,average_acceleration,speed_std,acceleration_std,bearing_changes,HCR,stops,SR,VC,VCR
bike,3650,20070414033616.plt,3,77,10.688946630859089,0.005605739593126974,0.056147291622348806,0.3461111111111111,0.00022453215239605947,0.006463131142054158,0.00231778672630311,30,0.38961038961038963,1,0.012987012987012988,35,0.45454545454545453
train,4292,20070414123327.plt,12,52,25.20271789607922,0.008644389771859936,0.2422316280745156,0.9766666666666667,0.0009117093514097399,0.03337816555587935,0.00672853504660596,24,0.46153846153846156,1,0.019230769230769232,24,0.46153846153846156
walk,4185,20070414234445.plt,23,662,61.032681816798714,0.00380269818323422,0.011245951417103344,5.914166666666667,2.3057459700258475e-06,0.002053584898229688,7.901638204082322e-05,194,0.2930513595166163,10,0.015105740181268883,124,0.18731117824773413
bike,3633,20070415004923.plt,0,1328,123.29541996588766,0.004972703186791709,0.019015783058390023,8.278333333333334,3.831009246253914e-06,0.002135133160756314,0.00018295915862976176,324,0.24397590361445784,17,0.012801204819277108,262,0.19728915662650603
car,3624,20070415104458.plt,10,23,55.55374726495962,0.00811166447059745,0.023240178294588198,0.2966666666666667,6.932949155351995e-05,0.0056267467943106496,0.0008951110579986282,9,0.391304347826087,1,0.043478260869565216,15,0.6521739130434783
bike,3510,20070415145925.plt,14,16,2.5606853649979273,0.0036343844480404832,0.006727403070597915,0.1461111111111111,1.1737241915471916e-05,0.0013327393447782865,7.584039260581078e-05,7,0.4375,1,0.0625,5,0.3125
bike,3523,20070416005154.plt,0,10,1.9988991104010543,0.0038049100403051033,0.007399086189436523,0.0763888888888889,2.645164435036934e-05,0.0019167363778658261,8.422071139885331e-05,7,0.7,1,0.1,3,0.3
bike,3518,20070416032733.plt,3,33,2.8121834489626907,0.006079891724762352,0.028431294321967216,0.09861111111111111,0.0002537792707784789,0.005255459136024276,0.001700850025067362,22,0.6666666666666666,1,0.030303030303030304,24,0.7272727272727273
bike,3520,20070416035339.plt,3,25,2.9333553376002395,0.0033742709467695173,0.004229698165040754,0.0913888888888889,6.0111507587099225e-06,0.0008412166897529612,8.494355181467873e-05,8,0.32,1,0.04,5,0.2
walk,6093,20070416045235.plt,4,28,2.255465119328963,0.0008661462971895836,0.001267446861693526,0.21583333333333332,1.3878357596032718e-06,0.00022931588950766282,8.358037315286839e-06,10,0.35714285714285715,1,0.03571428571428571,7,0.25
bike,3541,20070416093151.plt,9,61,3.0671830229515575,0.003413933540757607,0.026570019724404016,0.6111111111111112,0.00013787435996495022,0.003349245381337877,0.001762195116067357,26,0.4262295081967213,3,0.04918032786885246,30,0.4918032786885246
car,2297,20070416125805.plt,12,104,68.51458593250317,0.007646611326725454,0.017993366575523227,1.243611111111111,5.428460920107216e-06,0.004595309080239442,0.00014132493313415205,47,0.4519230769230769,3,0.028846153846153848,36,0.34615384615384615
walk,5,20070416130252.plt,13,65,12.36858581077828,0.00321534883821448,0.012803056270768366,0.44805555555555554,-1.8076418590293423e-05,0.003128821920656051,0.00019612898380883591,21,0.3230769230769231,2,0.03076923076923077,26,0.4
walk,4711,20070416131735.plt,13,35,11.376506612349925,0.0012411062526881149,0.0017400036278834602,0.20777777777777778,1.5343735275588896e-06,0.00029150592707518063,1.350264185942144e-05,11,0.3142857142857143,1,0.02857142857142857,3,0.08571428571428572
car,3621,20070416144410.plt,14,37,2091.285288751022,0.007020273294989218,0.01772204320282576,0.4125,-3.423753822910872e-05,0.005035403326397802,0.0001489968842032516,18,0.4864864864864865,2,0.05405405405405406,22,0.5945945945945946
bike,3533,20070416150527.plt,15,47,4.287032710238003,0.003994614375508101,0.006193774709097327,0.17,9.890647748062523e-06,0.0010305927855932468,0.00017024251485376577,12,0.2553191489361702,1,0.02127659574468085,7,0.14893617021276595
car,2292,20070416235152.plt,23,136,63.182452594895295,0.005259994937408097,0.017799994073966256,1.9508333333333334,2.9544656544224928e-05,0.0037602858180621115,0.0003599103635712729,37,0.27205882352941174,2,0.014705882352941176,88,0.6470588235294118
bike,3530,20070417004206.plt,0,45,2.791544126350044,0.003416170574976628,0.010296434364897232,0.17888888888888888,3.904509743921862e-05,0.001542069068663052,0.00032875092169926877,11,0.24444444444444444,1,0.022222222222222223,15,0.3333333333333333
bus,11,20070417013015.plt,1,16,4.518527163311097,0.007571885857214351,0.027510775586103577,0.27305555555555555,0.0004545010909510488,0.008342325258813997,0.0031122786309911612,10,0.625,2,0.125,14,0.875
bike,3516,20070417032859.plt,3,34,3.6623325062067393,0.006927508890897734,0.06475232564335097,0.5030555555555556,0.0004297028014144348,0.01291694733457543,0.0019765457408028593,11,0.3235294117647059,2,0.058823529411764705,11,0.3235294117647059
bike,3526,20070417095043.plt,9,30,1.9314497744346342,0.0029542335765642695,0.005915587669814864,0.1275,6.428025131726418e-06,0.0011508031229305708,0.00011089686539136477,11,0.36666666666666664,1,0.03333333333333333,12,0.4
walk,4,20070417130153.plt,13,35,8.423181987222334,0.0014478283505011858,0.0040072540776675755,0.5561111111111111,3.50211140004499e-07,0.0006659172473209034,6.398756399339847e-05,11,0.3142857142857143,2,0.05714285714285714,12,0.34285714285714286
car,2290,20070417133606.plt,13,52,36.74497175094188,0.011625390272982154,0.02136395996460432,0.6666666666666666,0.00010648741519833142,0.006245485130103018,0.001189203356665961,19,0.36538461538461536,1,0.019230769230769232,26,0.5
car,3636,20070417144619.plt,14,18,10.348698524134647,0.008701577607492619,0.017747540476509335,0.12777777777777777,8.736426612130582e-05,0.004356935076648719,0.0008003322500317278,7,0.3888888888888889,1,0.05555555555555555,11,0.6111111111111112
bike,3527,20070417151940.plt,15,43,2.5066953664260168,0.0037256058034248933,0.0066866172379923755,0.17083333333333334,5.3732022486134985e-06,0.001046076153414873,0.00010614703172231789,8,0.18604651162790697,1,0.023255813953488372,9,0.20930232558139536
car,2293,20070417232504.plt,23,20,40.39178671331455,0.011324862491660705,0.031612167763812316,0.2263888888888889,-0.00014242619994266726,0.008210570369766964,0.0005693256233162418,13,0.65,0,0.0,12,0.6
bus,3646,20070418004620.plt,0,74,11.255985189639691,0.004970754195302775,0.030394123626915983,0.7747222222222222,0.0004320947649757571,0.005202758524685057,0.002122757060510875,26,0.35135135135135137,1,0.013513513513513514,50,0.6756756756756757
bike,3542,20070418014633.plt,1,43,3.885334632993956,0.0036780007124530938,0.004948542975592652,0.18583333333333332,1.2213235671487513e-05,0.0012742960258516128,0.00010425774689229697,12,0.27906976744186046,1,0.023255813953488372,10,0.23255813953488372
car,2294,20070418094653.plt,9,116,28.436751981723884,0.006499305986033956,0.03369552146477577,6.304444444444444,3.887489426288376e-06,0.00545046972042407,0.0003729347079841047,55,0.47413793103448276,9,0.07758620689655173,79,0.6810344827586207
car,4509,20070418115239.plt,11,105,31.09856383973678,0.008645305491837833,0.31187009843639824,3.012777777777778,0.00044393658885876923,0.030823663622903716,0.004088282206351535,41,0.3904761904761905,2,0.01904761904761905,46,0.4380952380952381
bike,3507,20070418120407.plt,12,44,5.901862196021754,0.003666664501991421,0.004914108851839837,0.18861111111111112,1.1455061074033293e-05,0.0013714310576611027,8.50624311290483e-05,11,0.25,1,0.022727272727272728,11,0.25
bike,3635,20070418133622.plt,13,6,183.14440720206935,0.0025814567446119188,0.004221637061470876,0.035555555555555556,6.547528631748112e-05,0.001983932790991956,0.0002302243855237137,4,0.6666666666666666,1,0.16666666666666666,3,0.5
bike,3643,20070418133833.plt,13,143,149.36828031389174,0.005667080741366055,0.061045582074740846,0.6397222222222222,0.0002550257294706968,0.006973808090533687,0.0029118212864309746,26,0.18181818181818182,1,0.006993006993006993,38,0.26573426573426573
car,2295,20070419002322.plt,0,152,36.569144309121256,0.004863918020042321,0.015512495291045572,5.770277777777777,6.1278404421584155e-06,0.003765145953044902,0.00019063369272331594,41,0.26973684210526316,17,0.1118421052631579,98,0.6447368421052632
walk,3625,20070419003625.plt,0,104,12.86151407942938,0.0035993994233521117,0.01349345029715905,1.1755555555555555,3.220075831874553e-05,0.0030473316038751425,0.000272669269004212,44,0.4230769230769231,5,0.04807692307692308,76,0.7307692307692307
walk,4777,20070419015158.plt,1,73,21.886746820833228,0.009080633471326208,0.048121227423459575,0.5483333333333333,0.0004186077913271341,0.010804613991724133,0.0035938646016156718,29,0.3972602739726027,1,0.0136986301369863,33,0.4520547945205479
bike,3536,20070419094442.plt,9,57,2.497558930655947,0.0032480755206311576,0.006659176610542783,0.5275,1.2314008234949394e-05,0.0012182942079699206,8.083400342944396e-05,17,0.2982456140350877,2,0.03508771929824561,16,0.2807017543859649
walk,20,20070419131511.plt,13,50,11.995867664652835,0.0039855311135601245,0.016046749663800458,2.1380555555555554,1.832391877239481e-05,0.0045874487926377645,0.0003951010581074912,27,0.54,4,0.08,40,0.8
train,4892,20070419131605.plt,13,40,11.70453431335691,0.0021915390106393745,0.02226833902456091,0.6311111111111111,0.00031316107647744553,0.0038074745713323793,0.0017817021181935325,20,0.5,2,0.05,11,0.275
car,3641,20070419131853.plt,13,24,12.64047675625949,0.0059879135079714775,0.016694347369121048,0.7522222222222222,0.0002061482848358275,0.00487967879104913,0.0009386959168428261,15,0.625,2,0.08333333333333333,19,0.7916666666666666
bike,3519,20070419152053.plt,15,33,2.5950945878014484,0.0039014002731930105,0.004551500626248112,0.12666666666666668,2.2283832155903573e-06,0.0008768065497794871,4.856246158648439e-05,8,0.24242424242424243,1,0.030303030303030304,3,0.09090909090909091
car,2298,20070420000939.plt,0,101,33.96593140184386,0.003969322110534058,0.013624994318238716,1.3316666666666668,1.8560168858695816e-05,0.0029885982705560982,0.00018955914675723959,11,0.10891089108910891,1,0.009900990099009901,76,0.7524752475247525
walk,4414,20070420005635.plt,0,54,26.001567627084768,0.029869890798762417,1.2995334189567027,0.5047222222222222,0.010097006683223452,0.17615909578340727,0.08984204683628365,16,0.2962962962962963,1,0.018518518518518517,24,0.4444444444444444
bus,3639,20070420010223.plt,1,45,2089.312399004504,0.004972813372267301,0.024302707360610683,0.4363888888888889,0.0001350129034624734,0.0041748883548763886,0.0010513314832718335,11,0.24444444444444444,1,0.022222222222222223,23,0.5111111111111111
walk,8,20070420023557.plt,2,25,1.0260467295512834,0.0019875807885026105,0.008966985577045462,0.14583333333333334,0.00014196925646167314,0.002099246762645599,0.0005734455552717843,20,0.8,2,0.08,17,0.68
bike,3543,20070420041022.plt,4,189,10.208949895502506,0.0035497267659009737,0.012030221080611058,10.5375,6.16224929226193e-05,0.0015461707278721923,0.0005316807290758783,74,0.3915343915343915,5,0.026455026455026454,82,0.43386243386243384
car,2296,20070420121957.plt,12,62,35.371838246860264,0.008322622626972713,0.017242278223005086,0.9944444444444445,1.438194768905294e-07,0.004887540247181786,0.00018986592075540722,20,0.3225806451612903,2,0.03225806451612903,24,0.3870967741935484
train,4071,20070420145301.plt,14,71,17.618142679282204,0.012815607444019862,0.2558527725780044,0.6594444444444445,-0.00039511613203931214,0.03387524027992501,0.009337829662951576,23,0.323943661971831,1,0.014084507042253521,27,0.38028169014084506
walk,4424,20070421005720.plt,0,6,40.48800641684553,0.005250166740644879,0.025929802863924968,0.023333333333333334,0.0017365991018086857,0.010173410576377452,0.0054886279312499975,5,0.8333333333333334,1,0.16666666666666666,4,0.6666666666666666
walk,4389,20070421005859.plt,0,1111,178.10941450211084,0.006553736350882134,0.02606039997300453,14.146666666666667,-7.274015893086008e-07,0.0048142612377631705,0.00032205853666370286,567,0.5103510351035103,16,0.0144014401440144,285,0.2565256525652565
bike,3630,20070421011419.plt,1,627,93.07517569174286,0.004368732325640962,0.0634335944781861,10.199166666666667,0.00012188996736399819,0.00448423028453705,0.0013694151086127398,309,0.49282296650717705,49,0.07814992025518341,225,0.3588516746411483
bike,3537,20070421032734.plt,3,51,2.4864729336936042,0.003326792243151512,0.004724421110880866,0.515,5.74115709408122e-06,0.0011712138149176856,7.483529917430928e-05,20,0.39215686274509803,2,0.0392156862745098,14,0.27450980392156865
bike,3539,20070421035851.plt,3,43,3.0997801935095897,0.0030354330470796467,0.00499379780606351,6.101388888888889,1.49916402752855e-05,0.001228682865845583,8.720404900006736e-05,14,0.32558139534883723,3,0.06976744186046512,15,0.3488372093023256
bike,3511,20070421154334.plt,15,39,3.712761015233765,0.0039986696281046445,0.005058626705586624,0.15388888888888888,-1.683986948922455e-06,0.0011325088271007245,6.840960463203143e-05,9,0.23076923076923078,1,0.02564102564102564,10,0.2564102564102564
bike,3540,20070422005839.plt,0,44,3.879149955962679,0.0036143106248338534,0.007226007803393427,0.18333333333333332,1.1715491661521577e-05,0.0010716999340887802,0.0001520500075265735,15,0.3409090909090909,1,0.022727272727272728,9,0.20454545454545456
walk,4798,20070422095150.plt,9,29,12.493555097447686,0.0011429355210604566,0.001473589520341875,0.20833333333333334,1.9895802078375363e-06,0.00028013054840562654,1.6131826272775486e-05,8,0.27586206896551724,1,0.034482758620689655,6,0.20689655172413793
car,2291,20070423005129.plt,0,90,40.41439617723572,0.006621730436769063,0.016157257544179213,1.5383333333333333,-1.2581434225356952e-05,0.0033363845074495012,0.00022697016744532847,32,0.35555555555555557,2,0.022222222222222223,52,0.5777777777777777
bike,3522,20070423013051.plt,1,26,2.0268922397748064,0.003821529305464969,0.005746769633273672,0.13,2.063386208536245e-05,0.001297657307048642,0.00012341401539595434,16,0.6153846153846154,1,0.038461538461538464,7,0.2692307692307692
car,2299,20070423131518.plt,13,41,29.383913932533954,0.007101722748725363,0.014080444877204423,0.2111111111111111,-8.73212801825496e-06,0.003541740672095486,0.0001994712762976929,13,0.3170731707317073,1,0.024390243902439025,20,0.4878048780487805
car,3645,20070423142122.plt,14,20,192.33079085214365,0.012767097357266322,0.04987235490698961,0.17583333333333334,9.571868903135284e-05,0.010170692606390296,0.002319246916420872,8,0.4,1,0.05,13,0.65
car,2300,20070424010412.plt,1,84,76.50681093890537,0.009084152855651366,0.024244986056356426,1.383888888888889,1.2117209068725868e-05,0.00661767966492639,0.00030257318035252034,22,0.2619047619047619,1,0.011904761904761904,50,0.5952380952380952
walk,12,20070424124908.plt,12,86,8.100919170027467,0.0022549475527328037,0.014842990250998897,0.7816666666666666,8.318228264454524e-05,0.002580794390851013,0.000538922775909994,28,0.32558139534883723,1,0.011627906976744186,49,0.5697674418604651
walk,22,20070425021220.plt,2,67,13.865737808899755,0.008477105350702244,0.1057748142518561,0.4683333333333333,0.00024678929454553664,0.015492897463316238,0.0028826573900172093,39,0.582089552238806,2,0.029850746268656716,53,0.7910447761194029
walk,27,20070427020730.plt,2,109,7.819456839091588,0.004635612818338717,0.026578595609760003,0.6677777777777778,0.0001679359393371206,0.004855134774435353,0.001499171288025047,53,0.48623853211009177,4,0.03669724770642202,81,0.7431192660550459
bus,9,20070427135340.plt,14,105,12.320827889935352,0.0040009260076536175,0.06566014842823785,0.6013888888888889,0.00022292897201157394,0.007143191475500746,0.003706766257515573,40,0.38095238095238093,1,0.009523809523809525,61,0.580952380952381
bus,15,20070428134038.plt,13,16,5.872084061195587,0.005833621080042667,0.014122405340338248,0.1575,6.340411040081973e-06,0.004984370165160226,0.00034912165770983064,6,0.375,1,0.0625,12,0.75
car,7163,20070429083432.plt,12,42,1185.3155450121837,0.0064397131189925716,0.01593119650679031,0.3036111111111111,0.00010626988612884057,0.005123476586999948,0.0008144138957832379,15,0.35714285714285715,1,0.023809523809523808,24,0.5714285714285714
car,7157,20070429222711.plt,22,537,2733.1076414437885,0.02362278690312056,0.6986808579533058,16.302222222222223,6.280384940442729e-05,0.032131455048822526,0.0020899980808495168,161,0.29981378026070765,30,0.055865921787709494,191,0.35567970204841715
car,6776,20070430005405.plt,0,196,47.269586522532656,0.007084633228413573,0.02194621935346651,4.52,2.2954506263418186e-06,0.004982503868710845,0.00028086621627412925,114,0.5816326530612245,20,0.10204081632653061,88,0.4489795918367347
car,5933,20070430114738.plt,11,18,120.15642888995909,0.004134760927383552,0.01460733486755103,0.11638888888888889,3.9635174243365934e-05,0.004013553224719431,0.00021419300364465996,8,0.4444444444444444,1,0.05555555555555555,13,0.7222222222222222
train,4831,20070430125130.plt,12,12,9.65378824331838,0.012004494873550637,0.02164190846983169,0.23222222222222222,0.0005382035369052054,0.007733694473633115,0.0015449212667997248,4,0.3333333333333333,1,0.08333333333333333,7,0.5833333333333334
car,7158,20070501010311.plt,1,739,327.8478641636794,0.00695717359755548,0.06971866836297776,13.129722222222222,3.566078538685594e-05,0.010771018745901731,0.0008652497250512117,237,0.32070365358592695,37,0.05006765899864682,249,0.33694181326116374
bus,5913,20070501100733.plt,10,198,135.1763477137408,0.005169319877601325,0.13624503917323222,5.6,0.000331155940110625,0.010396464396126931,0.005331534182210338,74,0.37373737373737376,4,0.020202020202020204,97,0.4898989898989899
car,7156,20070502000924.plt,0,5,27.642401065174415,0.01456593074468066,0.02158445877373775,0.013888888888888888,0.0006963348993561208,0.01147382667106449,0.0016360259103510339,4,0.8,1,0.2,1,0.2
car,7155,20070502001318.plt,0,85,1367.4729761041806,0.01838500846585416,0.6344236259598558,1.2052777777777777,-0.0008955388373292815,0.06992725666880169,0.007096436744451372,50,0.5882352941176471,11,0.12941176470588237,52,0.611764705882353
car,7164,20070502013107.plt,1,243,1345.1131466576783,0.00773317079305971,0.11335512821775841,2.7019444444444445,0.00011417865078605495,0.00958105067371664,0.0011238503056618207,150,0.6172839506172839,21,0.08641975308641975,124,0.5102880658436214
car,5917,20070502051941.plt,5,273,155.13832839606616,0.005541052458515433,0.048680962717120746,6.729722222222223,2.4308064331212746e-05,0.0042764486109557525,0.0005179987752640554,95,0.34798534798534797,9,0.03296703296703297,173,0.6336996336996337
walk,7169,20070503005908.plt,0,243,142.3052014122587,0.0012323581456612771,0.02157867399769337,4.16,0.00012635258460651322,0.0023476814879163565,0.0007868858655815281,183,0.7530864197530864,36,0.14814814814814814,173,0.7119341563786008
walk,5920,20070503023804.plt,2,77,5.752916867211515,0.0018994427576905656,0.021025181498857567,1.8608333333333333,0.00021400433495335466,0.003384495458633932,0.0014595395559654826,45,0.5844155844155844,7,0.09090909090909091,43,0.5584415584415584
car,6780,20070503065810.plt,6,22,20.899870018341627,0.011280373077401108,0.020180596444760106,0.24222222222222223,4.1053603266961005e-05,0.006927425211707792,0.0005035537285845995,3,0.13636363636363635,1,0.045454545454545456,9,0.4090909090909091
walk,5925,20070503131403.plt,13,11,118.06442431453931,0.0019577833561754483,0.012554103069651086,0.04527777777777778,0.0003109772405695524,0.003532839323540001,0.0013238221996442277,6,0.5454545454545454,1,0.09090909090909091,3,0.2727272727272727
walk,7162,20070503235021.plt,23,474,192.80120261023603,0.0010447874883504032,0.002637305893409015,3.9466666666666668,2.618604884400682e-06,0.00035905758091280926,1.7153898256877977e-05,208,0.4388185654008439,21,0.04430379746835443,161,0.339662447257384
walk,6778,20070504014511.plt,1,71,7.769481460652703,0.0021415103064231487,0.03269720979113654,1.0644444444444445,0.00010594013764115152,0.004899671482858732,0.0015197975549530853,42,0.5915492957746479,7,0.09859154929577464,42,0.5915492957746479
walk,4686,20070504235730.plt,23,311,66.66210941567066,0.006284898252430775,0.10694450794829584,6.169444444444444,0.0001516781832671082,0.011750648906591325,0.0024726571438913793,153,0.4919614147909968,37,0.1189710610932476,200,0.6430868167202572
walk,5900,20070505010317.plt,1,224,137.9392399925951,0.004246769605748849,0.03892114388216565,13.07638888888889,5.941626124185134e-05,0.005243693240430834,0.0008504527537155224,71,0.3169642857142857,5,0.022321428571428572,126,0.5625
car,6781,20070505015841.plt,1,71,30.787721693666974,0.00616217676855364,0.017021220743666004,0.6791666666666667,4.314598662026092e-05,0.004576682558423263,0.00025806473436255787,25,0.352112676056338,2,0.028169014084507043,42,0.5915492957746479
walk,4159,20070506033305.plt,3,242,8705.682692729733,0.005412483825875468,0.1111971932800909,3.200833333333333,0.0003564145693458378,0.010621269552964423,0.004411817570653433,110,0.45454545454545453,15,0.06198347107438017,151,0.6239669421487604
car,6779,20070506111748.plt,11,147,62.968079095788774,0.005247927925109805,0.027303273118720016,5.3052777777777775,-2.5597268399653172e-05,0.005090817684428934,0.0004305618744390111,85,0.5782312925170068,13,0.08843537414965986,111,0.7551020408163265
car,6777,20070507024035.plt,2,46,19.10600284313071,0.006826795660222834,0.01646360490416731,0.485,-8.761743722115351e-05,0.004112074505694103,0.00031156973842438954,24,0.5217391304347826,1,0.021739130434782608,34,0.7391304347826086
walk,5906,20070507052941.plt,5,214,138.355999299167,0.0031690451045821785,0.018990778373377905,6.823888888888889,9.435743782139382e-05,0.003695983614699229,0.0008060686739761603,82,0.38317757009345793,7,0.03271028037383177,118,0.5514018691588785
car,5921,20070507220640.plt,22,36,6.468720618524132,0.007227274996205203,0.015089241036020941,0.22166666666666668,1.965173605409926e-06,0.0047981107504772354,0.0003803665857134234,19,0.5277777777777778,2,0.05555555555555555,22,0.6111111111111112
walk,4559,20070508010354.plt,1,31,20.41620541882801,0.0025150799836805844,0.03105188104774593,0.1802777777777778,0.00035302885890079843,0.005406091106404409,0.002906281046231,9,0.2903225806451613,1,0.03225806451612903,8,0.25806451612903225
walk,5911,20070508122002.plt,12,69,122.14089107413372,0.001389643028273824,0.003580564153742787,0.485,5.487334626080444e-06,0.000386827585521868,6.380656662602735e-05,26,0.37681159420289856,0,0.0,21,0.30434782608695654
walk,5923,20070509013010.plt,1,72,2.323437258542433,0.001819701340076355,0.010962793534471422,0.38,3.788709935826555e-05,0.0013157741650761722,0.00022914563119934617,32,0.4444444444444444,1,0.013888888888888888,23,0.3194444444444444
car,8124,20070509102701.plt,10,68,57.340367031545014,0.006360392074775793,0.01852907240077354,1.275,1.2000864888520855e-05,0.004402517582477076,0.00023375669735684168,26,0.38235294117647056,2,0.029411764705882353,37,0.5441176470588235
walk,5930,20070509124902.plt,12,110,4.964647797341214,0.0014148742995362565,0.013676127632305001,0.6436111111111111,1.0923729481973681e-05,0.0012793606459213568,0.00018102169425257607,49,0.44545454545454544,1,0.00909090909090909,48,0.43636363636363634
car,7911,20070509144828.plt,14,26,15.964004588029383,0.009190647014381631,0.02040217820415642,0.18888888888888888,3.7826297796928976e-05,0.005662234839283911,0.00032590532570659465,17,0.6538461538461539,1,0.038461538461538464,12,0.46153846153846156
car,8155,20070510010044.plt,1,59,21.578744680181128,0.008713787620078035,0.021534293611569038,0.7330555555555556,8.02975862830991e-05,0.0053750506645927135,0.0004350561319139738,24,0.4067796610169492,2,0.03389830508474576,30,0.5084745762711864
walk,5934,20070510012233.plt,1,93,2.80245590754439,0.0025462402517817274,0.019876147651557274,0.415,0.00011343645070643686,0.002990734590626692,0.0008728000365026029,56,0.6021505376344086,0,0.0,53,0.5698924731182796
car,8081,20070510122713.plt,12,7,2.1653388924833514,0.005476356967061003,0.01387962577508664,0.07694444444444444,0.00023545218610359733,0.005280027061301146,0.0006905849939986237,4,0.5714285714285714,1,0.14285714285714285,6,0.8571428571428571
walk,5916,20070510125023.plt,12,39,120.89964163411503,0.0014660805133004896,0.004019280174253546,0.2761111111111111,3.5834996030414e-06,0.0005742001979007186,6.0340769223323996e-05,16,0.41025641025641024,2,0.05128205128205128,10,0.2564102564102564
car,8100,20070511103309.plt,10,87,21.12698694801244,0.004219827271709516,0.014519517999397536,1.5141666666666667,3.438574775632357e-05,0.003616689661093152,0.00031631336030877346,17,0.19540229885057472,12,0.13793103448275862,62,0.7126436781609196
walk,5912,20070511145229.plt,14,82,4.2659049636983175,0.0014863976666738422,0.010719892003041555,0.4577777777777778,3.45832028975844e-05,0.001098299450082581,0.00035856712996735183,25,0.3048780487804878,1,0.012195121951219513,36,0.43902439024390244
walk,5931,20070512034459.plt,3,158,4.386669502872392,0.0019050417797315431,0.01721479652017551,0.965,9.781501123279198e-05,0.0019563878045711215,0.0008838778583973227,63,0.3987341772151899,2,0.012658227848101266,58,0.3670886075949367
car,8095,20070512044856.plt,4,17,3.9984879645336617,0.008905439342039944,0.013260295860357657,0.08222222222222222,5.688608680136878e-06,0.004294467890798627,0.00013488215754000818,9,0.5294117647058824,1,0.058823529411764705,5,0.29411764705882354
walk,5922,20070512105009.plt,10,138,126.8924605222686,0.0012831677965931651,0.00899457977740847,3.496111111111111,2.2344133123708693e-05,0.0008962348580187102,0.00026150763385274103,66,0.4782608695652174,4,0.028985507246376812,70,0.5072463768115942
car,8078,20070513012545.plt,1,29,35.430136546501735,0.010809945803400516,0.022968355226978012,0.5936111111111111,-0.00010570728019141027,0.007691020645509087,0.0005500146140900714,10,0.3448275862068966,1,0.034482758620689655,19,0.6551724137931034
car,7910,20070513022742.plt,2,103,22.212725204942796,0.006142404769481096,0.01825678450529207,1.09,2.620558919942747e-05,0.004886426065479606,0.0004458436626300654,41,0.39805825242718446,9,0.08737864077669903,66,0.6407766990291263
car,7919,20070513034705.plt,3,63,30.965686931455448,0.00657575251142933,0.01766568777840609,0.6186111111111111,1.9169873565712944e-06,0.003952737020382655,0.0003300380534740839,30,0.47619047619047616,1,0.015873015873015872,32,0.5079365079365079
walk,5924,20070513045659.plt,4,4,2.013044392701303,0.002061675811406053,0.006524883387131545,0.020277777777777777,0.00043410455892089724,0.0030197624435681987,0.001066862236882521,4,1.0,1,0.25,4,1.0
