lat,lon,alt,elapsed time,time,trajectory,label,user,segment
39.974632,116.399729,263.0,39816.0577314815,2009-01-03 01:23:08,20090103012134.plt,0,135,1
39.974627,116.399793,258.0,39816.0577777778,2009-01-03 01:23:12,20090103012134.plt,0,135,1
39.974639,116.39986,253.0,39816.0578125,2009-01-03 01:23:15,20090103012134.plt,0,135,1
39.974655,116.399918,251.0,39816.0578587963,2009-01-03 01:23:19,20090103012134.plt,0,135,1
39.974669,116.399979,249.0,39816.0579050926,2009-01-03 01:23:23,20090103012134.plt,0,135,1
39.974688,116.40004,244.0,39816.0579513889,2009-01-03 01:23:27,20090103012134.plt,0,135,1
39.974706,116.40012,243.0,39816.0579976852,2009-01-03 01:23:31,20090103012134.plt,0,135,1
39.974654,116.400199,239.0,39816.0580324074,2009-01-03 01:23:34,20090103012134.plt,0,135,1
39.974625,116.400269,238.0,39816.0580787037,2009-01-03 01:23:38,20090103012134.plt,0,135,1
39.974615,116.40033,234.0,39816.0581134259,2009-01-03 01:23:41,20090103012134.plt,0,135,1
39.974612,116.400391,234.0,39816.0581481481,2009-01-03 01:23:44,20090103012134.plt,0,135,1
39.97461,116.400447,240.0,39816.0582060185,2009-01-03 01:23:49,20090103012134.plt,0,135,1
39.97463,116.400468,246.0,39816.0582638889,2009-01-03 01:23:54,20090103012134.plt,0,135,1
39.974665,116.400442,248.0,39816.0583217593,2009-01-03 01:23:59,20090103012134.plt,0,135,1
39.9747,116.400418,253.0,39816.0583796296,2009-01-03 01:24:04,20090103012134.plt,0,135,1
39.974724,116.40035,255.0,39816.0584259259,2009-01-03 01:24:08,20090103012134.plt,0,135,1
39.974765,116.400311,256.0,39816.0584490741,2009-01-03 01:24:10,20090103012134.plt,0,135,1
39.974853,116.400306,255.0,39816.0584606482,2009-01-03 01:24:11,20090103012134.plt,0,135,1
39.974908,116.400325,252.0,39816.0584837963,2009-01-03 01:24:13,20090103012134.plt,0,135,1
39.974908,116.400325,252.0,39816.0585185185,2009-01-03 01:24:16,20090103012134.plt,0,135,1
39.974915,116.400331,239.0,39816.0585416667,2009-01-03 01:24:18,20090103012134.plt,0,135,1
39.974919,116.400244,231.0,39816.058587963,2009-01-03 01:24:22,20090103012134.plt,0,135,1
39.974932,116.400186,227.0,39816.0586226852,2009-01-03 01:24:25,20090103012134.plt,0,135,1
39.974938,116.400113,223.0,39816.0586689815,2009-01-03 01:24:29,20090103012134.plt,0,135,1
39.974935,116.400043,222.0,39816.0587037037,2009-01-03 01:24:32,20090103012134.plt,0,135,1
39.974934,116.399982,220.0,39816.0587384259,2009-01-03 01:24:35,20090103012134.plt,0,135,1
39.974933,116.399907,216.0,39816.0587847222,2009-01-03 01:24:39,20090103012134.plt,0,135,1
39.974925,116.39983,214.0,39816.0588310185,2009-01-03 01:24:43,20090103012134.plt,0,135,1
39.974929,116.399762,214.0,39816.0588657407,2009-01-03 01:24:46,20090103012134.plt,0,135,1
39.974934,116.399697,212.0,39816.058912037,2009-01-03 01:24:50,20090103012134.plt,0,135,1
39.97493,116.399621,210.0,39816.0589467593,2009-01-03 01:24:53,20090103012134.plt,0,135,1
39.974931,116.39955,209.0,39816.0589814815,2009-01-03 01:24:56,20090103012134.plt,0,135,1
39.974935,116.399478,210.0,39816.0590277778,2009-01-03 01:25:00,20090103012134.plt,0,135,1
39.974929,116.399412,209.0,39816.0590740741,2009-01-03 01:25:04,20090103012134.plt,0,135,1
39.974933,116.399336,213.0,39816.0591319444,2009-01-03 01:25:09,20090103012134.plt,0,135,1
39.974937,116.399271,211.0,39816.0591666667,2009-01-03 01:25:12,20090103012134.plt,0,135,1
39.974926,116.399205,212.0,39816.0592013889,2009-01-03 01:25:15,20090103012134.plt,0,135,1
39.97493,116.39913,213.0,39816.0592476852,2009-01-03 01:25:19,20090103012134.plt,0,135,1
39.974933,116.399063,213.0,39816.0593055556,2009-01-03 01:25:24,20090103012134.plt,0,135,1
39.974936,116.398996,213.0,39816.0593518519,2009-01-03 01:25:28,20090103012134.plt,0,135,1
39.97494,116.398917,212.0,39816.0593981481,2009-01-03 01:25:32,20090103012134.plt,0,135,1
39.974931,116.398851,207.0,39816.0594444444,2009-01-03 01:25:36,20090103012134.plt,0,135,1
39.974936,116.398782,205.0,39816.0594907407,2009-01-03 01:25:40,20090103012134.plt,0,135,1
39.974939,116.398724,210.0,39816.059537037,2009-01-03 01:25:44,20090103012134.plt,0,135,1
39.974941,116.398665,209.0,39816.0595601852,2009-01-03 01:25:46,20090103012134.plt,0,135,1
39.974935,116.398606,213.0,39816.0595949074,2009-01-03 01:25:49,20090103012134.plt,0,135,1
39.974939,116.398539,218.0,39816.0596412037,2009-01-03 01:25:53,20090103012134.plt,0,135,1
39.974922,116.39848,223.0,39816.0596875,2009-01-03 01:25:57,20090103012134.plt,0,135,1
39.974918,116.398414,228.0,39816.0597337963,2009-01-03 01:26:01,20090103012134.plt,0,135,1
39.974911,116.398349,227.0,39816.0597685185,2009-01-03 01:26:04,20090103012134.plt,0,135,1
39.974899,116.398277,224.0,39816.0597916667,2009-01-03 01:26:06,20090103012134.plt,0,135,1
39.974896,116.398214,225.0,39816.0598263889,2009-01-03 01:26:09,20090103012134.plt,0,135,1
39.974907,116.398155,219.0,39816.0598611111,2009-01-03 01:26:12,20090103012134.plt,0,135,1
39.974911,116.398092,215.0,39816.0598958333,2009-01-03 01:26:15,20090103012134.plt,0,135,1
39.974903,116.398019,212.0,39816.0599421296,2009-01-03 01:26:19,20090103012134.plt,0,135,1
39.974918,116.397928,194.0,39816.0599768519,2009-01-03 01:26:22,20090103012134.plt,0,135,1
39.974928,116.397859,177.0,39816.06,2009-01-03 01:26:24,20090103012134.plt,0,135,1
39.97494,116.397808,164.0,39816.0600231481,2009-01-03 01:26:26,20090103012134.plt,0,135,1
39.974946,116.397741,156.0,39816.0600578704,2009-01-03 01:26:29,20090103012134.plt,0,135,1
39.97495,116.397671,151.0,39816.0600925926,2009-01-03 01:26:32,20090103012134.plt,0,135,1
39.974953,116.397597,145.0,39816.0601273148,2009-01-03 01:26:35,20090103012134.plt,0,135,1
39.974955,116.397522,142.0,39816.060162037,2009-01-03 01:26:38,20090103012134.plt,0,135,1
39.974964,116.39746,144.0,39816.0601967593,2009-01-03 01:26:41,20090103012134.plt,0,135,1
39.974958,116.39739,138.0,39816.0602314815,2009-01-03 01:26:44,20090103012134.plt,0,135,1
39.974948,116.39733,134.0,39816.0602662037,2009-01-03 01:26:47,20090103012134.plt,0,135,1
39.974958,116.397266,135.0,39816.0603125,2009-01-03 01:26:51,20090103012134.plt,0,135,1
39.974943,116.397192,132.0,39816.0603587963,2009-01-03 01:26:55,20090103012134.plt,0,135,1
39.974946,116.397133,128.0,39816.0604050926,2009-01-03 01:26:59,20090103012134.plt,0,135,1
39.974958,116.397076,129.0,39816.0604398148,2009-01-03 01:27:02,20090103012134.plt,0,135,1
39.974953,116.397017,124.0,39816.060474537,2009-01-03 01:27:05,20090103012134.plt,0,135,1
39.974961,116.396957,122.0,39816.0605092593,2009-01-03 01:27:08,20090103012134.plt,0,135,1
39.974957,116.396888,118.0,39816.0605555556,2009-01-03 01:27:12,20090103012134.plt,0,135,1
39.974949,116.396822,117.0,39816.0605902778,2009-01-03 01:27:15,20090103012134.plt,0,135,1
39.974945,116.396756,115.0,39816.060625,2009-01-03 01:27:18,20090103012134.plt,0,135,1
39.974951,116.396688,119.0,39816.0606712963,2009-01-03 01:27:22,20090103012134.plt,0,135,1
39.974952,116.39661,115.0,39816.0607175926,2009-01-03 01:27:26,20090103012134.plt,0,135,1
39.974946,116.396543,119.0,39816.0607638889,2009-01-03 01:27:30,20090103012134.plt,0,135,1
39.974951,116.396481,121.0,39816.0607986111,2009-01-03 01:27:33,20090103012134.plt,0,135,1
39.974942,116.396417,112.0,39816.0608449074,2009-01-03 01:27:37,20090103012134.plt,0,135,1
39.974942,116.39634,114.0,39816.0608912037,2009-01-03 01:27:41,20090103012134.plt,0,135,1
39.974927,116.396273,115.0,39816.0609259259,2009-01-03 01:27:44,20090103012134.plt,0,135,1
39.974932,116.396215,119.0,39816.0609606481,2009-01-03 01:27:47,20090103012134.plt,0,135,1
39.974932,116.396148,122.0,39816.0610069444,2009-01-03 01:27:51,20090103012134.plt,0,135,1
39.974928,116.396089,121.0,39816.0610416667,2009-01-03 01:27:54,20090103012134.plt,0,135,1
39.974891,116.396028,123.0,39816.0610763889,2009-01-03 01:27:57,20090103012134.plt,0,135,1
39.974889,116.395968,125.0,39816.0611342593,2009-01-03 01:28:02,20090103012134.plt,0,135,1
39.974898,116.395911,121.0,39816.0611805556,2009-01-03 01:28:06,20090103012134.plt,0,135,1
39.974902,116.39585,124.0,39816.0612268519,2009-01-03 01:28:10,20090103012134.plt,0,135,1
39.974899,116.395793,133.0,39816.0612731481,2009-01-03 01:28:14,20090103012134.plt,0,135,1
39.974904,116.395739,142.0,39816.0613194444,2009-01-03 01:28:18,20090103012134.plt,0,135,1
39.97491,116.395684,152.0,39816.0613657407,2009-01-03 01:28:22,20090103012134.plt,0,135,1
39.974911,116.395611,162.0,39816.061412037,2009-01-03 01:28:26,20090103012134.plt,0,135,1
39.974912,116.395548,166.0,39816.0614351852,2009-01-03 01:28:28,20090103012134.plt,0,135,1
39.974902,116.395479,172.0,39816.0614583333,2009-01-03 01:28:30,20090103012134.plt,0,135,1
39.974893,116.395413,177.0,39816.0614814815,2009-01-03 01:28:32,20090103012134.plt,0,135,1
39.974911,116.395332,179.0,39816.0614930556,2009-01-03 01:28:33,20090103012134.plt,0,135,1
39.974924,116.395248,180.0,39816.0615046296,2009-01-03 01:28:34,20090103012134.plt,0,135,1
39.97486,116.395274,177.0,39816.0615162037,2009-01-03 01:28:35,20090103012134.plt,0,135,1
39.974873,116.395229,168.0,39816.0615625,2009-01-03 01:28:39,20090103012134.plt,0,135,1
39.974865,116.395164,161.0,39816.0616203704,2009-01-03 01:28:44,20090103012134.plt,0,135,1
39.974878,116.395109,153.0,39816.0616666667,2009-01-03 01:28:48,20090103012134.plt,0,135,1
39.97488,116.39505,145.0,39816.0617013889,2009-01-03 01:28:51,20090103012134.plt,0,135,1
39.974888,116.394989,140.0,39816.0617361111,2009-01-03 01:28:54,20090103012134.plt,0,135,1
39.974885,116.394919,139.0,39816.0617824074,2009-01-03 01:28:58,20090103012134.plt,0,135,1
39.974891,116.394847,134.0,39816.0618287037,2009-01-03 01:29:02,20090103012134.plt,0,135,1
39.974889,116.394789,138.0,39816.0618634259,2009-01-03 01:29:05,20090103012134.plt,0,135,1
39.974887,116.394718,132.0,39816.0619097222,2009-01-03 01:29:09,20090103012134.plt,0,135,1
39.974883,116.394651,128.0,39816.0619560185,2009-01-03 01:29:13,20090103012134.plt,0,135,1
39.974887,116.394591,126.0,39816.0620023148,2009-01-03 01:29:17,20090103012134.plt,0,135,1
39.974877,116.394526,123.0,39816.062037037,2009-01-03 01:29:20,20090103012134.plt,0,135,1
39.974883,116.394459,127.0,39816.0620833333,2009-01-03 01:29:24,20090103012134.plt,0,135,1
39.974882,116.394381,124.0,39816.0621296296,2009-01-03 01:29:28,20090103012134.plt,0,135,1
39.974897,116.394312,126.0,39816.0621759259,2009-01-03 01:29:32,20090103012134.plt,0,135,1
39.974897,116.394246,128.0,39816.0622222222,2009-01-03 01:29:36,20090103012134.plt,0,135,1
39.974906,116.394182,125.0,39816.0622569444,2009-01-03 01:29:39,20090103012134.plt,0,135,1
39.974908,116.39411,123.0,39816.0623148148,2009-01-03 01:29:44,20090103012134.plt,0,135,1
39.974893,116.394038,125.0,39816.0623611111,2009-01-03 01:29:48,20090103012134.plt,0,135,1
39.97489,116.393966,127.0,39816.0624074074,2009-01-03 01:29:52,20090103012134.plt,0,135,1
39.974887,116.393902,127.0,39816.0624421296,2009-01-03 01:29:55,20090103012134.plt,0,135,1
39.974897,116.393832,129.0,39816.0624768519,2009-01-03 01:29:58,20090103012134.plt,0,135,1
39.974896,116.39377,131.0,39816.0625231481,2009-01-03 01:30:02,20090103012134.plt,0,135,1
39.9749,116.393712,128.0,39816.0625578704,2009-01-03 01:30:05,20090103012134.plt,0,135,1
39.974893,116.393637,128.0,39816.0626041667,2009-01-03 01:30:09,20090103012134.plt,0,135,1
39.974895,116.393565,126.0,39816.062650463,2009-01-03 01:30:13,20090103012134.plt,0,135,1
39.974895,116.393507,127.0,39816.0626851852,2009-01-03 01:30:16,20090103012134.plt,0,135,1
39.974895,116.393433,129.0,39816.0627314815,2009-01-03 01:30:20,20090103012134.plt,0,135,1
39.974893,116.393367,128.0,39816.0627662037,2009-01-03 01:30:23,20090103012134.plt,0,135,1
39.974887,116.393305,128.0,39816.0628009259,2009-01-03 01:30:26,20090103012134.plt,0,135,1
39.974882,116.393232,128.0,39816.0628472222,2009-01-03 01:30:30,20090103012134.plt,0,135,1
39.974875,116.393173,127.0,39816.0628819444,2009-01-03 01:30:33,20090103012134.plt,0,135,1
39.974878,116.393109,132.0,39816.0629166667,2009-01-03 01:30:36,20090103012134.plt,0,135,1
39.974874,116.393033,134.0,39816.062962963,2009-01-03 01:30:40,20090103012134.plt,0,135,1
39.974873,116.392969,135.0,39816.0629976852,2009-01-03 01:30:43,20090103012134.plt,0,135,1
39.974879,116.392906,133.0,39816.0630439815,2009-01-03 01:30:47,20090103012134.plt,0,135,1
39.974878,116.392826,132.0,39816.0630902778,2009-01-03 01:30:51,20090103012134.plt,0,135,1
39.974882,116.392755,132.0,39816.0631481481,2009-01-03 01:30:56,20090103012134.plt,0,135,1
39.974885,116.392692,130.0,39816.0631828704,2009-01-03 01:30:59,20090103012134.plt,0,135,1
39.974879,116.392632,133.0,39816.0632175926,2009-01-03 01:31:02,20090103012134.plt,0,135,1
39.974879,116.392568,132.0,39816.0632638889,2009-01-03 01:31:06,20090103012134.plt,0,135,1
39.974874,116.392493,133.0,39816.0632986111,2009-01-03 01:31:09,20090103012134.plt,0,135,1
39.974872,116.39243,131.0,39816.0633333333,2009-01-03 01:31:12,20090103012134.plt,0,135,1
39.974864,116.392368,132.0,39816.0633680556,2009-01-03 01:31:15,20090103012134.plt,0,135,1
39.974863,116.3923,133.0,39816.0634027778,2009-01-03 01:31:18,20090103012134.plt,0,135,1
39.97486,116.392224,131.0,39816.0634490741,2009-01-03 01:31:22,20090103012134.plt,0,135,1
39.97486,116.392152,127.0,39816.0634953704,2009-01-03 01:31:26,20090103012134.plt,0,135,1
39.974861,116.392092,127.0,39816.0635300926,2009-01-03 01:31:29,20090103012134.plt,0,135,1
39.974871,116.39203,125.0,39816.0635763889,2009-01-03 01:31:33,20090103012134.plt,0,135,1
39.974894,116.391974,125.0,39816.0636226852,2009-01-03 01:31:37,20090103012134.plt,0,135,1
39.974885,116.391901,122.0,39816.0636689815,2009-01-03 01:31:41,20090103012134.plt,0,135,1
39.974881,116.391836,120.0,39816.0637152778,2009-01-03 01:31:45,20090103012134.plt,0,135,1
39.97488,116.391757,117.0,39816.0637615741,2009-01-03 01:31:49,20090103012134.plt,0,135,1
39.974886,116.391692,115.0,39816.0637962963,2009-01-03 01:31:52,20090103012134.plt,0,135,1
39.974883,116.391632,114.0,39816.0638310185,2009-01-03 01:31:55,20090103012134.plt,0,135,1
39.974875,116.391567,114.0,39816.0638657407,2009-01-03 01:31:58,20090103012134.plt,0,135,1
39.974869,116.3915,116.0,39816.063900463,2009-01-03 01:32:01,20090103012134.plt,0,135,1
39.974866,116.391433,121.0,39816.0639467593,2009-01-03 01:32:05,20090103012134.plt,0,135,1
39.974869,116.391364,117.0,39816.0639930556,2009-01-03 01:32:09,20090103012134.plt,0,135,1
39.974863,116.391294,119.0,39816.0640509259,2009-01-03 01:32:14,20090103012134.plt,0,135,1
39.974858,116.39122,120.0,39816.0640972222,2009-01-03 01:32:18,20090103012134.plt,0,135,1
39.974867,116.391159,118.0,39816.0641435185,2009-01-03 01:32:22,20090103012134.plt,0,135,1
39.974858,116.391098,116.0,39816.0641782407,2009-01-03 01:32:25,20090103012134.plt,0,135,1
39.974866,116.391022,117.0,39816.064224537,2009-01-03 01:32:29,20090103012134.plt,0,135,1
39.974875,116.39096,114.0,39816.0642592593,2009-01-03 01:32:32,20090103012134.plt,0,135,1
39.974879,116.390886,112.0,39816.0643055556,2009-01-03 01:32:36,20090103012134.plt,0,135,1
39.97488,116.390821,109.0,39816.0643518518,2009-01-03 01:32:40,20090103012134.plt,0,135,1
39.974893,116.39075,111.0,39816.0644097222,2009-01-03 01:32:45,20090103012134.plt,0,135,1
39.974884,116.390677,109.0,39816.0644560185,2009-01-03 01:32:49,20090103012134.plt,0,135,1
39.974889,116.390609,111.0,39816.0645023148,2009-01-03 01:32:53,20090103012134.plt,0,135,1
39.974888,116.39053,109.0,39816.0645486111,2009-01-03 01:32:57,20090103012134.plt,0,135,1
39.974885,116.390465,111.0,39816.0645833333,2009-01-03 01:33:00,20090103012134.plt,0,135,1
39.974884,116.390396,114.0,39816.0646296296,2009-01-03 01:33:04,20090103012134.plt,0,135,1
39.974889,116.390337,116.0,39816.0646643518,2009-01-03 01:33:07,20090103012134.plt,0,135,1
39.974883,116.390272,121.0,39816.0647106481,2009-01-03 01:33:11,20090103012134.plt,0,135,1
39.97488,116.390206,121.0,39816.0647453704,2009-01-03 01:33:14,20090103012134.plt,0,135,1
39.974884,116.390134,121.0,39816.0647916667,2009-01-03 01:33:18,20090103012134.plt,0,135,1
39.974875,116.390065,119.0,39816.064837963,2009-01-03 01:33:22,20090103012134.plt,0,135,1
39.974877,116.390007,121.0,39816.0648726852,2009-01-03 01:33:25,20090103012134.plt,0,135,1
39.974877,116.389929,124.0,39816.0649189815,2009-01-03 01:33:29,20090103012134.plt,0,135,1
39.974868,116.389869,124.0,39816.0649537037,2009-01-03 01:33:32,20090103012134.plt,0,135,1
39.974865,116.389789,125.0,39816.0650115741,2009-01-03 01:33:37,20090103012134.plt,0,135,1
39.974866,116.389724,121.0,39816.0650462963,2009-01-03 01:33:40,20090103012134.plt,0,135,1
39.974874,116.389651,121.0,39816.0650925926,2009-01-03 01:33:44,20090103012134.plt,0,135,1
39.97488,116.389573,119.0,39816.0651388889,2009-01-03 01:33:48,20090103012134.plt,0,135,1
39.974875,116.389514,120.0,39816.0651736111,2009-01-03 01:33:51,20090103012134.plt,0,135,1
39.974864,116.389457,121.0,39816.0652083333,2009-01-03 01:33:54,20090103012134.plt,0,135,1
39.974852,116.389394,121.0,39816.0652430556,2009-01-03 01:33:57,20090103012134.plt,0,135,1
39.974854,116.389316,122.0,39816.0652893518,2009-01-03 01:34:01,20090103012134.plt,0,135,1
39.974851,116.389245,119.0,39816.0653356481,2009-01-03 01:34:05,20090103012134.plt,0,135,1
39.974841,116.389172,122.0,39816.0653819444,2009-01-03 01:34:09,20090103012134.plt,0,135,1
39.974846,116.389097,120.0,39816.0654282407,2009-01-03 01:34:13,20090103012134.plt,0,135,1
39.974847,116.389021,120.0,39816.065474537,2009-01-03 01:34:17,20090103012134.plt,0,135,1
39.974847,116.388953,118.0,39816.0655208333,2009-01-03 01:34:21,20090103012134.plt,0,135,1
39.974856,116.388879,114.0,39816.0655787037,2009-01-03 01:34:26,20090103012134.plt,0,135,1
39.974855,116.388817,115.0,39816.065625,2009-01-03 01:34:30,20090103012134.plt,0,135,1
39.974858,116.388744,114.0,39816.0656712963,2009-01-03 01:34:34,20090103012134.plt,0,135,1
39.97486,116.388675,112.0,39816.0657175926,2009-01-03 01:34:38,20090103012134.plt,0,135,1
39.974854,116.388603,113.0,39816.0657638889,2009-01-03 01:34:42,20090103012134.plt,0,135,1
39.974855,116.38853,115.0,39816.0658217593,2009-01-03 01:34:47,20090103012134.plt,0,135,1
39.974851,116.388465,114.0,39816.0658564815,2009-01-03 01:34:50,20090103012134.plt,0,135,1
39.974851,116.388392,115.0,39816.0659027778,2009-01-03 01:34:54,20090103012134.plt,0,135,1
39.974843,116.388332,114.0,39816.0659375,2009-01-03 01:34:57,20090103012134.plt,0,135,1
39.974845,116.388282,116.0,39816.0659953704,2009-01-03 01:35:02,20090103012134.plt,0,135,1
39.974852,116.388214,120.0,39816.0660532407,2009-01-03 01:35:07,20090103012134.plt,0,135,1
39.974856,116.388147,123.0,39816.066099537,2009-01-03 01:35:11,20090103012134.plt,0,135,1
39.974861,116.388062,126.0,39816.0661342593,2009-01-03 01:35:14,20090103012134.plt,0,135,1
39.974871,116.387979,128.0,39816.0661689815,2009-01-03 01:35:17,20090103012134.plt,0,135,1
39.97489,116.387908,129.0,39816.0661921296,2009-01-03 01:35:19,20090103012134.plt,0,135,1
39.974922,116.387829,131.0,39816.0662152778,2009-01-03 01:35:21,20090103012134.plt,0,135,1
39.97496,116.387747,133.0,39816.0662384259,2009-01-03 01:35:23,20090103012134.plt,0,135,1
39.97499,116.387688,133.0,39816.06625,2009-01-03 01:35:24,20090103012134.plt,0,135,1
39.97495,116.387636,135.0,39816.0662731482,2009-01-03 01:35:26,20090103012134.plt,0,135,1
39.974916,116.387556,136.0,39816.0662847222,2009-01-03 01:35:27,20090103012134.plt,0,135,1
39.974841,116.387532,135.0,39816.0663078704,2009-01-03 01:35:29,20090103012134.plt,0,135,1
39.974852,116.387549,136.0,39816.0663657407,2009-01-03 01:35:34,20090103012134.plt,0,135,1
39.974852,116.387505,137.0,39816.0664236111,2009-01-03 01:35:39,20090103012134.plt,0,135,1
39.974838,116.387457,128.0,39816.0664583333,2009-01-03 01:35:42,20090103012134.plt,0,135,1
39.97484,116.387398,123.0,39816.0664930556,2009-01-03 01:35:45,20090103012134.plt,0,135,1
39.974836,116.387335,128.0,39816.0665277778,2009-01-03 01:35:48,20090103012134.plt,0,135,1
39.974824,116.387265,124.0,39816.0665740741,2009-01-03 01:35:52,20090103012134.plt,0,135,1
39.974817,116.387196,130.0,39816.0666203704,2009-01-03 01:35:56,20090103012134.plt,0,135,1
39.974826,116.387124,129.0,39816.0666666667,2009-01-03 01:36:00,20090103012134.plt,0,135,1
39.974826,116.387061,132.0,39816.066712963,2009-01-03 01:36:04,20090103012134.plt,0,135,1
39.97482,116.386986,133.0,39816.0667708333,2009-01-03 01:36:09,20090103012134.plt,0,135,1
39.97482,116.386927,132.0,39816.0668055556,2009-01-03 01:36:12,20090103012134.plt,0,135,1
39.974821,116.386869,130.0,39816.0668402778,2009-01-03 01:36:15,20090103012134.plt,0,135,1
39.974814,116.386807,129.0,39816.066875,2009-01-03 01:36:18,20090103012134.plt,0,135,1
39.974808,116.386747,125.0,39816.0669097222,2009-01-03 01:36:21,20090103012134.plt,0,135,1
39.974799,116.386675,124.0,39816.0669560185,2009-01-03 01:36:25,20090103012134.plt,0,135,1
39.974798,116.386598,124.0,39816.0670023148,2009-01-03 01:36:29,20090103012134.plt,0,135,1
39.974818,116.386535,128.0,39816.0670486111,2009-01-03 01:36:33,20090103012134.plt,0,135,1
39.974854,116.386491,125.0,39816.0670833333,2009-01-03 01:36:36,20090103012134.plt,0,135,1
39.974889,116.386442,126.0,39816.0671296296,2009-01-03 01:36:40,20090103012134.plt,0,135,1
39.974897,116.386374,122.0,39816.0671759259,2009-01-03 01:36:44,20090103012134.plt,0,135,1
39.974898,116.386313,120.0,39816.0672222222,2009-01-03 01:36:48,20090103012134.plt,0,135,1
39.974893,116.386251,115.0,39816.0672569444,2009-01-03 01:36:51,20090103012134.plt,0,135,1
39.974892,116.38618,116.0,39816.0673032407,2009-01-03 01:36:55,20090103012134.plt,0,135,1
39.974886,116.386117,115.0,39816.067337963,2009-01-03 01:36:58,20090103012134.plt,0,135,1
39.974883,116.386044,116.0,39816.0673842593,2009-01-03 01:37:02,20090103012134.plt,0,135,1
39.974876,116.385977,113.0,39816.0674305556,2009-01-03 01:37:06,20090103012134.plt,0,135,1
39.974862,116.385917,115.0,39816.0674768519,2009-01-03 01:37:10,20090103012134.plt,0,135,1
39.974827,116.385854,111.0,39816.0675231481,2009-01-03 01:37:14,20090103012134.plt,0,135,1
39.974816,116.385793,111.0,39816.0675578704,2009-01-03 01:37:17,20090103012134.plt,0,135,1
39.974807,116.385727,108.0,39816.0676041667,2009-01-03 01:37:21,20090103012134.plt,0,135,1
