lat,lon,alt,elapsed time,time,trajectory,label,user,segment,distance,speed,time_diff,acceleration,bearing,heading_change,Vrate,angular_velocity,angular_acceleration,index,new_segment,predicted_label
39.974742,116.400264,491.0,39816.0572453704,2009-01-03 01:22:26,20090103012134.plt,0,135,1.0.0,0.005058142105504662,-0.6538257099499442,2.0,-0.03714265119082968,83.68946340018482,2.0705879564641805,0.05575523460091485,1.0352939782320902,0.046372436035108204,18,1,4
39.974747,116.400332,492.0,39816.0572800926,2009-01-03 01:22:29,20090103012134.plt,0,135,1.0.0,0.00582101106274082,-0.7124752983437187,3.0,-0.09100120002759934,84.51920645700523,0.829743056820405,0.30341843993757284,0.276581018940135,-0.004140081096664282,19,1,4
39.974616,116.398937,335.0,39816.057337963,2009-01-03 01:22:34,20090103012134.plt,0,135,1.0.0,0.11975967961702397,1.4803166003818042,5.0,1.8787109827805435,263.0141844567758,178.49497799977058,0.9189903886216731,35.69899559995412,0.1165385493812958,20,1,4
39.974632,116.399029,334.0,39816.057349537,2009-01-03 01:22:35,20090103012134.plt,0,135,1.0.0,0.00803883990027907,-0.10494343446292682,1.0,-6.823031131441795,77.21366769928159,185.80051675749422,1.9795264267638042,-185.80051675749422,-3.643001817193083,21,1,4
39.974635,116.399025,322.0,39816.0574074074,2009-01-03 01:22:40,20090103012134.plt,0,135,1.0.0,0.000476923334838631,-0.8962691514476495,5.0,-0.6874304994019171,314.38302198528726,237.16935428600567,83.27811466804246,47.433870857201136,0.767224610513041,22,1,4
39.974596,116.399077,315.0,39816.0574537037,2009-01-03 01:22:44,20090103012134.plt,0,135,1.0.0,0.006200004195681347,-0.7513605043189705,4.0,0.1488213454614882,134.3829963753535,180.00002560993374,0.9384615468265863,-45.000006402483436,-0.38004749796235604,23,1,4
39.974551,116.399123,309.0,39816.0574884259,2009-01-03 01:22:47,20090103012134.plt,0,135,1.0.0,0.006356270503633339,-0.6947011455602267,3.0,0.07426209868705036,141.9262860089657,7.543289633612176,0.26843844293552344,2.5144298778707252,0.26051077947773543,24,1,4
39.974503,116.399165,302.0,39816.0575231481,2009-01-03 01:22:50,20090103012134.plt,0,135,1.0.0,0.006426191347750986,-0.6923793111914102,3.0,-0.0036156267316833765,146.15659715602612,4.2303111470604335,0.010880604129865709,1.4101037156868113,-0.006034857654894524,25,1,4
39.974478,116.399217,297.0,39816.0575578704,2009-01-03 01:22:53,20090103012134.plt,0,135,1.0.0,0.005230841285483759,-0.7320728373832456,3.0,-0.06383295812188747,122.1027185637547,24.053878592271417,0.22851965812544783,-8.017959530757139,-0.051668594364478466,26,1,4
39.974476,116.399282,294.0,39816.0576041667,2009-01-03 01:22:57,20090103012134.plt,0,135,1.0.0,0.005543248444974821,-0.7677169795569833,4.0,-0.04525780205328159,92.29924834874578,29.80347021500893,0.25818914965543444,-7.450867553752232,0.002351210176965752,27,1,4
39.974497,116.399358,288.0,39816.0576273148,2009-01-03 01:22:59,20090103012134.plt,0,135,1.0.0,0.006884240079939505,-0.5628679185064832,2.0,0.43344788472494805,70.17219508578796,22.127053262957816,0.5973957633226868,-11.063526631478908,-0.029689397489822366,28,1,4
39.974533,116.399454,282.0,39816.0576388889,2009-01-03 01:23:00,20090103012134.plt,0,135,1.0.0,0.009107270065508877,0.0014934046348788422,1.0,2.4196215520057995,63.925378995179244,6.246816090608718,0.6220470003403351,-6.246816090608718,0.0792403046942236,29,1,4
39.974562,116.399531,277.0,39816.057650463,2009-01-03 01:23:01,20090103012134.plt,0,135,1.0.0,0.007310906729022909,-0.17746001846098608,1.0,-0.7763831808426539,63.82753116443007,0.09784783074917414,0.24571006074455135,-0.09784783074917414,0.10115206044608455,30,1,4
39.974584,116.399586,272.0,39816.0576736111,2009-01-03 01:23:03,20090103012134.plt,0,135,1.0.0,0.0052866900471507765,-0.642441755582702,2.0,-1.0065762853880678,62.43683741336332,1.390693751066749,1.7657784601777702,-0.6953468755333745,-0.004894101034446199,31,1,4
39.974617,116.399645,269.0,39816.0576967593,2009-01-03 01:23:05,20090103012134.plt,0,135,1.0.0,0.006224189266987563,-0.5957449957647012,2.0,0.09344689200373882,53.87533509434536,8.561502319017961,0.15062190104166376,-4.280751159508981,-0.029465266537068793,32,1,4
39.974632,116.399729,263.0,39816.0577314815,2009-01-03 01:23:08,20090103012134.plt,0,135,1.0.0,0.007349562448022435,-0.6617172849696599,3.0,-0.10149625458703476,76.88287595541487,23.007540861069515,0.2703183307182433,7.669180287023171,0.0655333032114202,33,1,4
39.974627,116.399793,258.0,39816.0577777778,2009-01-03 01:23:12,20090103012134.plt,0,135,1.0.0,0.005481828098830981,-0.769246650777572,4.0,-0.1225284051590647,95.8210058272233,18.938129871808428,0.7876183675757737,4.734532467952107,-0.012047142713868801,34,1,4
39.974639,116.39986,253.0,39816.0578125,2009-01-03 01:23:15,20090103012134.plt,0,135,1.0.0,0.00586305282949415,-0.7110792336908177,3.0,0.07642348078354523,76.84508402649544,18.97592180072786,0.298766155842748,-6.325307266909287,-0.06061458315383376,35,1,4
39.974655,116.399918,251.0,39816.0578587963,2009-01-03 01:23:19,20090103012134.plt,0,135,1.0.0,0.00525275941978254,-0.7749515969050013,4.0,-0.07560077873370266,70.20218376805286,6.64290025844258,0.48824706176672755,-1.660725064610645,0.01919915253311574,36,1,4
39.974669,116.399979,249.0,39816.0579050926,2009-01-03 01:23:23,20090103012134.plt,0,135,1.0.0,0.005426030840251103,-0.7706362792312688,4.0,-0.002304724826886727,73.32751815983272,3.125334391779859,0.031933364473937305,0.7813335979449647,0.010060644220971388,37,1,4
39.974688,116.40004,244.0,39816.0579513889,2009-01-03 01:23:27,20090103012134.plt,0,135,1.0.0,0.005610874179994048,-0.7660327633790442,4.0,-0.0019949358891853124,67.88061901904024,5.446899140792482,0.0329437684420044,-1.3617247851981205,-0.00879230805827281,38,1,4
39.974706,116.40012,243.0,39816.0579976852,2009-01-03 01:23:31,20090103012134.plt,0,135,1.0.0,0.0071047009531950926,-0.7288290683988967,4.0,0.03304753007559515,73.6373203583023,5.756701339262065,0.21025892335823754,1.4391753348155163,0.01153611819597429,39,1,4
39.974654,116.400199,239.0,39816.0580324074,2009-01-03 01:23:34,20090103012134.plt,0,135,1.0.0,0.008874083201091263,-0.6110931152371903,3.0,0.1617984062724402,130.66047642555395,57.02315606725165,0.3995407081329753,19.007718689083884,0.0963365654811776,40,1,4
39.974625,116.400269,238.0,39816.0580787037,2009-01-03 01:23:38,20090103012134.plt,0,135,1.0.0,0.006780678822617151,-0.7368988263715749,4.0,-0.14217394779704726,118.39611474503909,12.264361680514867,0.7449743962687042,-3.0660904201287167,-0.09074299515809181,41,1,4
39.974615,116.40033,234.0,39816.0581134259,2009-01-03 01:23:41,20090103012134.plt,0,135,1.0.0,0.0053155310121053715,-0.7292605784576398,3.0,0.004003973147547148,102.07479533984946,16.321319405189627,0.04327354964511844,-5.440439801729876,-0.012997584207074768,42,1,4
39.974612,116.400391,234.0,39816.0581481481,2009-01-03 01:23:44,20090103012134.plt,0,135,1.0.0,0.005208620041313231,-0.7328107296253098,3.0,-0.012031484509665681,93.67198759901896,8.402807740830497,0.020525776490539504,-2.8009359136101657,0.014490172517436029,43,1,4
39.97461,116.400447,240.0,39816.0582060185,2009-01-03 01:23:49,20090103012134.plt,0,135,1.0.0,0.004777046837777339,-0.8105936308047939,5.0,-0.07383142096368489,92.66828472179759,1.0037028772213716,0.8172384941965158,-0.20074057544427432,0.008572584383338105,44,1,4
39.97463,116.400468,246.0,39816.0582638889,2009-01-03 01:23:54,20090103012134.plt,0,135,1.0.0,0.002854444996686513,-0.8488994872788695,5.0,-0.03988380392634201,38.82173332987884,53.84655139191875,0.6735466415792258,-10.76931027838375,-0.03474497482783908,45,1,4
39.974665,116.400442,248.0,39816.0583217593,2009-01-03 01:23:59,20090103012134.plt,0,135,1.0.0,0.0044782542058467425,-0.8165467654734628,5.0,0.020877845628097583,330.3483253169584,291.52659198707954,0.3625987124715269,58.30531839741591,0.22723471353092436,46,1,4
39.9747,116.400418,253.0,39816.0583796296,2009-01-03 01:24:04,20090103012134.plt,0,135,1.0.0,0.00439643606701056,-0.8181769074073002,5.0,-0.008345143394026507,332.2788748999162,1.9305495829578376,0.018610105455671058,0.3861099165915675,-0.19050096960378674,47,1,4
39.974724,116.40035,255.0,39816.0584259259,2009-01-03 01:24:08,20090103012134.plt,0,135,1.0.0,0.006379415138281642,-0.7468922820964572,4.0,0.0696816797370153,294.72899764151776,37.54987725839845,0.4486722093844128,-9.387469314599613,-0.04016726402564162,48,1,4
39.974765,116.400311,256.0,39816.0584490741,2009-01-03 01:24:10,20090103012134.plt,0,135,1.0.0,0.00564167121670179,-0.6247601724264807,2.0,0.25562027573615936,323.9099889682409,29.18099132672313,0.43461654417260176,14.590495663361565,0.1972032700220866,49,1,4
39.974853,116.400306,255.0,39816.0584606482,2009-01-03 01:24:11,20090103012134.plt,0,135,1.0.0,0.009794424721798136,0.06994763961151552,1.0,2.9800678468393857,357.5068433079975,33.59685433975659,0.7119957844922796,33.59685433975659,0.31261865163022945,50,1,4
39.974908,116.400325,252.0,39816.0584837963,2009-01-03 01:24:13,20090103012134.plt,0,135,1.0.0,0.006326394624628157,-0.5906541552211895,2.0,-1.4271266871184787,14.827811363586818,342.67903194441067,2.096368564701674,-171.33951597220533,-1.6852834784042818,51,1,4
39.974915,116.400331,239.0,39816.0585416667,2009-01-03 01:24:18,20090103012134.plt,0,135,1.0.0,0.0009312612620718392,-0.8872169373805653,5.0,-0.26196748004318576,33.298936981401425,18.471125617814607,15.983404341745636,3.6942251235629215,0.575778416139996,52,1,4
39.974919,116.400244,231.0,39816.058587963,2009-01-03 01:24:22,20090103012134.plt,0,135,1.0.0,0.007426734454690422,-0.7208088371525735,4.0,0.17193145938257268,273.4334694795482,240.13453249814677,0.8996855193621532,60.03363312453669,0.23167421371712613,53,1,4
39.974934,116.399982,220.0,39816.0587384259,2009-01-03 01:24:35,20090103012134.plt,0,135,1.0.0,0.005199091693628276,-0.7331271337736313,3.0,-0.043829134085768565,268.7745198013339,1.9754582819680309,0.14907121468662565,0.6584860939893437,0.020666472900486222,57,2,4
39.974933,116.399907,216.0,39816.0587847222,2009-01-03 01:24:39,20090103012134.plt,0,135,1.0.0,0.006391831058320333,-0.7465830641132855,4.0,-0.021407330098382565,269.0032328241422,0.22871302280827877,0.08452839177396557,0.05717825570206969,-0.0024529825494654127,58,2,4
39.974925,116.39983,214.0,39816.0588310185,2009-01-03 01:24:43,20090103012134.plt,0,135,1.0.0,0.006621314552596271,-0.7408677870295004,4.0,-0.0007998855501964058,262.2791134706722,6.724119353469973,0.03465829820544568,-1.6810298383674933,-0.007127656293864417,59,2,4
39.974929,116.399762,214.0,39816.0588657407,2009-01-03 01:24:46,20090103012134.plt,0,135,1.0.0,0.005811429402481004,-0.7127934728220493,3.0,0.03329338920604733,274.38946608252246,12.11035261185026,0.14547943878882283,4.036784203950087,0.031366581955299996,60,2,4
39.974934,116.399697,212.0,39816.058912037,2009-01-03 01:24:50,20090103012134.plt,0,135,1.0.0,0.005566582956775102,-0.7671358344904318,4.0,-0.06535682413754536,275.7321191393369,1.342653056814413,0.3919800705045689,0.33566326420360326,-0.015198704827418965,61,2,4
39.97493,116.399621,210.0,39816.0589467593,2009-01-03 01:24:53,20090103012134.plt,0,135,1.0.0,0.006491331314055907,-0.6902162335790198,3.0,0.10329951975099266,266.07109494678645,9.661024192550428,0.3568442256920103,-3.2203413975168096,-0.0194758457605805,62,2,4
39.974931,116.39955,209.0,39816.0589814815,2009-01-03 01:24:56,20090103012134.plt,0,135,1.0.0,0.006051039738830244,-0.7048368252575078,3.0,-0.027897881369764992,271.05295897801125,4.981864031224802,0.07276296210719935,1.6606213437416006,0.026778660502348214,63,2,4
39.974935,116.399478,210.0,39816.0590277778,2009-01-03 01:25:00,20090103012134.plt,0,135,1.0.0,0.006151330534557202,-0.7525727198679992,4.0,-0.05825542459875268,274.14648512993796,3.09352615192671,0.31159477446089845,0.7733815379816775,-0.003628669382352099,64,2,4
39.974929,116.399412,209.0,39816.0590740741,2009-01-03 01:25:04,20090103012134.plt,0,135,1.0.0,0.005663395113659916,-0.7647247316639677,4.0,-0.020005726720417925,263.23464971338876,10.911835416549195,0.08615599143354896,-2.7279588541372988,-0.01437725292265767,65,2,4
39.974933,116.399336,213.0,39816.0591319444,2009-01-03 01:25:09,20090103012134.plt,0,135,1.0.0,0.006491331406428358,-0.7764382808831425,5.0,-0.017016198978572143,273.9289538182426,10.694304104853813,0.09056886004376968,2.1388608209707627,0.016028456943787874,66,2,4
39.974937,116.399271,211.0,39816.0591666667,2009-01-03 01:25:12,20090103012134.plt,0,135,1.0.0,0.005556578433848111,-0.7212562101554606,3.0,0.0721448172514473,274.5912082373768,0.6622544191342286,0.2990652628726163,0.22075147304474285,-0.01049631135783101,67,2,4
39.974926,116.399205,212.0,39816.0592013889,2009-01-03 01:25:15,20090103012134.plt,0,135,1.0.0,0.005755433186993223,-0.7146529174452354,3.0,0.0025206527703283722,257.7299542772559,16.861253960120905,0.03455078821773254,-5.620417986706968,-0.03200394554025298,68,2,4
39.97493,116.39913,213.0,39816.0592476852,2009-01-03 01:25:19,20090103012134.plt,0,135,1.0.0,0.006406323089520373,-0.7462221406661486,4.0,-0.040877604995060934,273.98117170624243,16.251217428986536,0.19786511057241915,4.062804357246634,0.03983465259872036,69,2,4
39.974933,116.399063,213.0,39816.0593055556,2009-01-03 01:25:24,20090103012134.plt,0,135,1.0.0,0.005718909133284699,-0.7918279971000128,5.0,-0.04616131544871722,273.34399054181154,0.6371811644308991,0.40025023571253465,-0.12743623288617983,-0.013763990798589046,70,2,4
39.974936,116.398996,213.0,39816.0593518519,2009-01-03 01:25:28,20090103012134.plt,0,135,1.0.0,0.005718908880936381,-0.7633421635496429,4.0,0.0236765581787876,273.3439906930709,1.512593712504895e-07,0.19999996469979534,3.7814842812622373e-08,0.0005434464999140886,71,2,4
39.97494,116.398917,212.0,39816.0593981481,2009-01-03 01:25:32,20090103012134.plt,0,135,1.0.0,0.006746387228999792,-0.7377528571147712,4.0,0.02056303378793636,273.7801964060982,0.4362057130272774,0.15230052962965526,0.10905142825681935,0.00046785207850044783,72,2,4
39.974931,116.398851,207.0,39816.0594444444,2009-01-03 01:25:36,20090103012134.plt,0,135,1.0.0,0.005712305576608604,-0.7635066185751378,4.0,-0.03462646999320188,259.91014790594807,13.87004850015012,0.1810270193922508,-3.46751212503753,-0.014686553351370521,73,2,4
39.974936,116.398782,205.0,39816.0594907407,2009-01-03 01:25:40,20090103012134.plt,0,135,1.0.0,0.005905822674403706,-0.7586870831316909,4.0,-0.0017627328959614157,275.40185051588367,15.4917026099356,0.03276717037811187,3.8729256524839,0.03020165845892409,74,2,4
39.974939,116.398724,210.0,39816.059537037,2009-01-03 01:25:44,20090103012134.plt,0,135,1.0.0,0.00495351278414894,-0.7824043221845807,4.0,-0.03243737873482316,273.8614149643981,1.5404355514855865,0.19224940597753631,-0.38510888787139663,-0.017488606138834687,75,2,4
39.974941,116.398665,209.0,39816.0595601852,2009-01-03 01:25:46,20090103012134.plt,0,135,1.0.0,0.005032395325349061,-0.6551081549734421,2.0,0.26672213563185154,272.5328388409025,1.3285761234955658,0.5078374746120178,-0.6642880617477829,-0.0022763840706491716,76,2,4
39.974935,116.398606,213.0,39816.0595949074,2009-01-03 01:25:49,20090103012134.plt,0,135,1.0.0,0.005071554215855613,-0.7373622213636281,3.0,-0.12483165286283807,262.4407736297125,10.092065211190004,0.48841807989034436,-3.3640217370633345,-0.014781458570054664,77,2,4
39.974939,116.398539,218.0,39816.0596412037,2009-01-03 01:25:53,20090103012134.plt,0,135,1.0.0,0.005726470691930841,-0.7631538369546305,4.0,-0.03466716001761016,274.45471871982886,12.013945090116351,0.1808446513724251,3.003486272529088,0.02620119384635134,78,2,4
39.974922,116.39848,223.0,39816.0596875,2009-01-03 01:25:57,20090103012134.plt,0,135,1.0.0,0.005371111484286574,-0.7720040435560654,4.0,-0.016456562291052253,249.39394432838273,25.06077439144613,0.06616120493567969,-6.265193597861533,-0.03809123336816397,79,2,4
39.974918,116.398414,228.0,39816.0597337963,2009-01-03 01:26:01,20090103012134.plt,0,135,1.0.0,0.00564152187678375,-0.7652694837380155,4.0,0.00029575813887068337,265.4781075656862,16.084163237303443,0.04793217121252,4.021040809325861,0.04231410024174621,80,2,4
39.974911,116.398349,227.0,39816.0597685185,2009-01-03 01:26:04,20090103012134.plt,0,135,1.0.0,0.0055931748213954025,-0.7200409680991882,3.0,0.057879164944811386,262.00058980465786,3.4775177610283095,0.24351704663287918,-1.1591725870094365,-0.028380345386953686,81,2,4
39.974899,116.398277,224.0,39816.0597916667,2009-01-03 01:26:06,20090103012134.plt,0,135,1.0.0,0.006278656710314283,-0.5930319768468068,2.0,0.2661047553578867,257.72996081489055,4.270628989767317,0.40611767989510694,-2.1353144948836587,-0.008007886683782783,82,2,4
39.974896,116.398214,225.0,39816.0598263889,2009-01-03 01:26:09,20090103012134.plt,0,135,1.0.0,0.005378682806084533,-0.7271635213130417,3.0,-0.19918358623453689,266.4442660032605,8.714305188369963,0.7509835409549539,2.904768396123321,0.02765101470399,83,2,4
39.974907,116.398155,219.0,39816.0598611111,2009-01-03 01:26:12,20090103012134.plt,0,135,1.0.0,0.005174133324298639,-0.7339559166699257,3.0,-0.016678339616573955,283.67394283915144,17.229676835890928,0.03953309065796476,5.743225611963642,0.015580906605117155,84,2,4
39.974911,116.398092,215.0,39816.0598958333,2009-01-03 01:26:15,20090103012134.plt,0,135,1.0.0,0.005386721564324542,-0.7268965813840436,3.0,0.0031742629390838196,274.73630484228954,8.937637996861895,0.0394652364127827,-2.9792126656206315,-0.04780010311845621,85,2,4
39.974903,116.398019,212.0,39816.0599421296,2009-01-03 01:26:19,20090103012134.plt,0,135,1.0.0,0.006283727327533979,-0.7492753831281423,4.0,-0.0309986705714336,261.8615745331642,12.874730309125368,0.14299921761850995,-3.218682577281342,-0.0009651877787930433,86,2,4
39.974918,116.397928,194.0,39816.0599768519,2009-01-03 01:26:22,20090103012134.plt,0,135,1.0.0,0.007931605997048945,-0.6423895904412033,3.0,0.14624771956578259,282.1392768154558,20.277702282291614,0.40582077609453365,6.759234094097205,0.05472200509786753,87,2,4
39.974928,116.397859,177.0,39816.06,2009-01-03 01:26:24,20090103012134.plt,0,135,1.0.0,0.005983817799902444,-0.6077178789715036,2.0,0.06759504954504189,280.70931927361244,1.4299575418433506,0.11632714962474787,-0.7149787709216753,-0.061445048894119676,88,2,4
39.97494,116.397808,164.0,39816.0600231481,2009-01-03 01:26:26,20090103012134.plt,0,135,1.0.0,0.004546023375720751,-0.679334302188754,2.0,-0.16090666068250717,287.0687002964596,6.359381022847174,0.31627519380138197,3.179690511423587,0.03204743579334423,89,2,4
39.974946,116.397741,156.0,39816.0600578704,2009-01-03 01:26:29,20090103012134.plt,0,135,1.0.0,0.005748021146244105,-0.7148990462094336,3.0,-0.05791549743796565,276.66533371036445,10.40336658609516,0.1863274142679255,-3.46778886203172,-0.03642442806340421,90,2,4
39.97495,116.397671,151.0,39816.0600925926,2009-01-03 01:26:32,20090103012134.plt,0,135,1.0.0,0.005981364972354148,-0.7071504882214628,3.0,0.004162071952252119,274.2645247467648,2.4008089635996726,0.03901180201986632,-0.8002696545332242,0.014643762629116023,91,2,4
39.974953,116.397597,145.0,39816.0601273148,2009-01-03 01:26:35,20090103012134.plt,0,135,1.0.0,0.006314468184569225,-0.6960892589665235,3.0,0.008909864683481504,273.0282917007104,1.2362330460543944,0.05275237794832615,-0.4120776820181315,0.0021476664810403364,92,2,4
39.974955,116.397522,142.0,39816.060162037,2009-01-03 01:26:38,20090103012134.plt,0,135,1.0.0,0.006394730073350521,-0.6934240335358209,3.0,-0.003123471170143521,271.99300420041595,1.0352875002944302,0.012551255152391916,-0.3450958334314767,0.00038667642628222997,93,2,4
39.974964,116.39746,144.0,39816.0601967593,2009-01-03 01:26:41,20090103012134.plt,0,135,1.0.0,0.005377060745436306,-0.7272173844522656,3.0,-0.05537669819510187,280.7261952352443,8.733191034828337,0.18926126672047475,2.9110636782761126,0.017870901639756114,94,2,4
39.974958,116.39739,138.0,39816.0602314815,2009-01-03 01:26:44,20090103012134.plt,0,135,1.0.0,0.006001999636071557,-0.7064652809415358,3.0,0.02279903708935288,263.6179558656865,17.108239369557793,0.10412178082774547,-5.7027464565192645,-0.04720456435778903,95,2,4
39.974948,116.39733,134.0,39816.0602662037,2009-01-03 01:26:47,20090103012134.plt,0,135,1.0.0,0.0052322104169042405,-0.7320273731668503,3.0,-0.04357947866043295,257.7299486022051,5.88800726348137,0.14712504999422016,-1.9626690878271233,0.02052391432518289,96,2,4
39.974958,116.397266,135.0,39816.0603125,2009-01-03 01:26:51,20090103012134.plt,0,135,1.0.0,0.0055657417367341476,-0.7671567850413098,4.0,-0.04470451003231686,281.52438155737457,23.79443295516944,0.25343231609698186,5.94860823879236,0.032548820084459196,97,2,4
39.974943,116.397192,132.0,39816.0603587963,2009-01-03 01:26:55,20090103012134.plt,0,135,1.0.0,0.006522514924909192,-0.7433283877353947,4.0,0.018670203752359175,255.1838947921009,26.34048676527368,0.14668777292040688,-6.58512169131842,-0.05151637221450884,98,2,4
39.974946,116.397133,128.0,39816.0604050926,2009-01-03 01:26:59,20090103012134.plt,0,135,1.0.0,0.005038533610140484,-0.7802868819740456,4.0,-0.046670620593932254,273.7961612788614,18.612266486760518,0.2945264296306504,4.6530666216901295,0.046228316908324574,99,2,4
39.974958,116.397076,129.0,39816.0604398148,2009-01-03 01:27:02,20090103012134.plt,0,135,1.0.0,0.005037007619684363,-0.7385093967921894,3.0,0.05293307280393529,285.3614514999961,11.565290221134717,0.249772783182297,3.855096740378239,-0.004355301739189616,100,2,4
39.974953,116.397017,124.0,39816.060474537,2009-01-03 01:27:05,20090103012134.plt,0,135,1.0.0,0.0050581263123533875,-0.7378081165504791,3.0,-0.005938240261724281,263.6894815314391,21.671969968556994,0.004175200729457142,-7.223989989518998,-0.06072010214068127,101,2,4
39.974961,116.396957,122.0,39816.0605092593,2009-01-03 01:27:08,20090103012134.plt,0,135,1.0.0,0.005189499739165206,-0.7334456500875792,3.0,-0.0006909482946742241,279.87013434416986,16.180652812730727,0.02531523912032251,5.393550937576909,0.06919337980351703,102,2,4
39.974957,116.396888,118.0,39816.0605555556,2009-01-03 01:27:12,20090103012134.plt,0,135,1.0.0,0.0058963918530011575,-0.7589219573548385,4.0,-0.034328229941188705,265.67394779286275,14.196186551307107,0.17348594836548925,-3.549046637826777,-0.036750457574389585,103,2,4
39.974949,116.396822,117.0,39816.0605902778,2009-01-03 01:27:15,20090103012134.plt,0,135,1.0.0,0.005693876140569102,-0.7166970184259083,3.0,0.05357437327618622,261.01182961556435,4.662118177298396,0.2233245366470405,-1.5540393924327986,0.01095680886038686,104,2,4
39.974945,116.396756,115.0,39816.060625,2009-01-03 01:27:18,20090103012134.plt,0,135,1.0.0,0.005641519659763209,-0.7184355997902989,3.0,-0.009435103145210193,265.4781057777551,4.466276162190752,0.009280563387789532,1.4887587207302506,0.016701177297599564,105,2,4
39.974951,116.396688,119.0,39816.0606712963,2009-01-03 01:27:22,20090103012134.plt,0,135,1.0.0,0.00583266468260934,-0.7605090799394234,4.0,-0.05216880264301703,276.56817799445685,11.090072216701742,0.2896380337867301,2.7725180541754355,0.005297982382865189,106,2,4
39.974952,116.39661,115.0,39816.0607175926,2009-01-03 01:27:26,20090103012134.plt,0,135,1.0.0,0.006647426663267987,-0.7402174659761184,4.0,0.014868457466797779,270.95848574853073,5.609692245926112,0.12256802849150895,-1.402423061481528,-0.017146944987125105,107,2,4
39.974946,116.396543,119.0,39816.0607638889,2009-01-03 01:27:30,20090103012134.plt,0,135,1.0.0,0.005748020648328468,-0.7626171361677415,4.0,-0.03102110240713741,263.33470875161083,7.623776996919901,0.15647230063466594,-1.9059442492299752,-0.002050906214710756,108,2,4
39.974951,116.396481,121.0,39816.0607986111,2009-01-03 01:27:33,20090103012134.plt,0,135,1.0.0,0.005312286681733871,-0.7293683116787616,3.0,0.040709610232046424,276.00749721586016,12.672788464249322,0.18848214629123075,4.224262821416441,0.03362746966536623,109,2,4
39.974942,116.396417,112.0,39816.0608449074,2009-01-03 01:27:37,20090103012134.plt,0,135,1.0.0,0.005544597806647921,-0.7676833737594407,4.0,-0.04812881756415891,259.6016145304542,16.40588268540597,0.27746847579926986,-4.101470671351493,-0.03421405359673728,110,2,4
